File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction 
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,58,यह दो कृत्रिम तालाबों मुंज तालाब और कापुर तालाब के बीच बना है.,14,s_obl_v,2.75,1,यह,['यह'],1,2,No Direction,6,तालाब,"['तालाबों', 'दो', 'कृत्रिम', 'मुंज', 'और', 'कापुर', 'तालाब के', 'तालाब बीच']",8,42,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,64,बलुआ पत्थरों में नक्काशी का नायाब नमूना यहाँ देखने को मिलता है.,13,obl_sv,2.272727272727273,7,नमूना,"['नमूना', 'नक्काशी का', 'नायाब']",3,19,RL,2,पत्थरों,"['बलुआ', 'पत्थरों में']",2,14,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,78,ऊपर पेड़ों से घिरे तालाब से एक धार नीचे शिवजी का अभिषेक करती जाती है ।,16,obl_sv,2.4285714285714284,8,धार,"['धार', 'एक']",2,5,RL,5,तालाब,"['घिरे', 'ऊपर', 'पेड़ों से', 'तालाब से']",4,22,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,85,"99 किमी. पर इंदौर हवाई अड्डा सबसे निकट है जो मुंबई, दिल्ली और भोपाल से जुड़ा है ।",18,s_obl_v,2.8125,10,जो,['जो'],1,2,No Direction,11,मुंबई,"['दिल्ली', 'भोपाल', 'और', 'मुंबई से']",4,20,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,95,किले और उद्यान तक पहुँचने के लिए सिंहद्वार तक एक ही सड़क है ।,14,obl_sv,2.5833333333333335,12,सड़क,"['सड़क', 'एक', 'ही']",3,8,RL,8,सिंहद्वार,['सिंहद्वार तक'],1,11,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,99,लोग पैदल किले की परिक्रमा भी करते हैं ।,9,s_obl_v,2.5714285714285716,1,लोग,['लोग'],1,3,No Direction,2,पैदल,['पैदल'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,103,सन् 1290 में जलालुद्दीन खिलजी ने तीन बार आक्रमण कर इसे जीतने का प्रयास किया ।,16,obl_sv,2.9285714285714284,5,खिलजी,"['जलालुद्दीन', 'खिलजी ने']",2,17,Both,2,1290,"['सन्', '1290 में']",2,10,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,105,हमीर की मौत के बाद चौहानों का राज खत्म हो गया ।,12,obl_sv,2.0,8,राज,"['राज', 'चौहानों का']",2,12,RL,3,मौत,"['हमीर की', 'मौत के', 'मौत बाद']",3,17,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,115,यहाँ आम पर्यटक को प्रवेश नहीं मिलता ।,8,obl_sv,2.5,5,प्रवेश,['प्रवेश'],1,6,No Direction,1,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,124,यह क्षेत्र कारे जोन और बफर जोन में बँटा है ।,11,s_obl_v,2.7777777777777777,2,क्षेत्र,"['क्षेत्र', 'यह']",2,9,RL,4,जोन,"['कारे', 'जोन', 'और', 'बफर', 'जोन में']",5,18,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,126,तो वहीँ दूसरी तरफ सुंदर वादियाँ हैं जो सुंदर फूलों और रंगीन पत्तियों वाले पेड़ों से ढकी रहती हैं ।,20,s_obl_v,2.888888888888889,8,जो,['जो'],1,2,No Direction,15,पेड़ों,"['फूलों', 'सुंदर', 'पत्तियों', 'और', 'रंगीन', 'वाले', 'पेड़ों से']",7,37,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,128,जिन्हें देखने के बाद आपका मन भी इन खूबसूरत वादियों में खोने को करता होगा ।,16,obl_sv,2.5714285714285716,6,मन,"['मन', 'आपका', 'भी']",3,8,Both,2,देखने,"['देखने', 'जिन्हें', 'के', 'बाद']",4,17,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,145,यदि आप भीड़ - भाड़ से दूर एंकात में प्रकृति की अनुपम छटा को निहारना चाहते हैं तो स्कॉटलैंड के पास आपको देने के लिए काफी कुछ है ।,28,obl_sv,3.730769230769231,27,कुछ,"['कुछ', 'काफी']",2,7,RL,19,स्कॉटलैंड,"['स्कॉटलैंड के', 'स्कॉटलैंड पास']",2,23,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,160,गर्मियों में यहाँ का मौसम बेहद सुहावना होता है ।,10,obl_sv,2.125,5,मौसम,"['मौसम', 'यहाँ का']",2,10,RL,1,गर्मियों,['गर्मियों में'],1,11,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,164,यहाँ गर्मी के मौसम में सूरज नौ बजे अस्त होता है जिसके कारण आपको पेरिस निहारने के लिए वक्त काफी ज्यादा मिलता है ।,24,obl_sv,3.5,19,वक्त,"['वक्त', 'ज्यादा', 'काफी']",3,14,LR,12,जिसके,['जिसके कारण'],1,9,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,166,टॉवर के ऊपरी भाग में तीन मंजिलें बनी हुई हैं ।,11,obl_sv,1.6666666666666667,7,मंजिलें,"['मंजिलें', 'तीन']",2,10,RL,4,भाग,"['टॉवर के', 'ऊपरी', 'भाग में']",3,16,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,169,लेकिन टॉवर के ऊपर जाने के बाद आपको यह जद्दोजहद बेमानी लगेगी ।,13,obl_sv,3.090909090909091,8,आपको,['आपको'],1,4,No Direction,5,जाने,"['जाने', 'टॉवर के', 'टॉवर ऊपर', 'के', 'बाद']",5,22,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,196,यहाँ के लाइव रॉक बैंड इस माहौल में चार चाँद लगा देते हैं ।,14,s_obl_v,2.0833333333333335,5,बैंड,"['बैंड', 'यहाँ के', 'लाइव', 'रॉक']",4,17,RL,7,माहौल,"['इस', 'माहौल में']",2,10,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,197,फ्लोरिडा में बार - बार तूफान आते हैं ।,8,obl_sv,2.0,6,तूफान,['तूफान'],1,5,No Direction,1,फ्लोरिडा,['फ्लोरिडा में'],1,11,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,214,यहाँ आकर बच्चे कार्टून की रंग - बिरंगी दुनिया से रूबरू होंगे ।,12,s_obl_v,3.0,3,बच्चे,['बच्चे'],1,5,No Direction,9,दुनिया,"['कार्टून की', 'बिरंगी', 'रंग', 'दुनिया से']",4,26,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,223,यहाँ आकर आपको लगेगा कि आप वॉटर वर्ल्ड में आ गए हैं ।,13,s_obl_v,2.3636363636363638,6,आप,['आप'],1,2,No Direction,8,वर्ल्ड,"['वॉटर', 'वर्ल्ड में']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,235,इस शहर में हवाई यात्रा का खासा जाल बिछा हुआ है ।,12,obl_sv,1.9,8,जाल,"['जाल', 'हवाई', 'यात्रा का', 'खासा']",4,19,RL,2,शहर,"['इस', 'शहर में']",2,8,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,236,यहाँ का ओरलैंडो इंटरनेशनल एयरपोर्ट औऱ सेनफोर्ड इंटरनेशनल एयरपोर्ट देश - विदेश की करीब साठ एयरलाइंस से जुड़ा हुआ है ।,20,s_obl_v,2.4444444444444446,5,एयरपोर्ट,"['एयरपोर्ट', 'यहाँ का', 'ओरलैंडो', 'इंटरनेशनल', 'एयरपोर्ट', 'औऱ', 'सेनफोर्ड', 'इंटरनेशनल']",8,57,RL,16,एयरलाइंस,"['देश', 'विदेश की', 'साठ', 'करीब', 'एयरलाइंस से']",5,27,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,241,आप यहाँ जाने से पहले होटल की ऑनलाइन बुकिंग कर लें तो बेहतर होगा ।,15,s_obl_v,2.6153846153846154,1,आप,['आप'],1,2,No Direction,3,जाने,"['जाने', 'यहाँ', 'से', 'पहले']",4,14,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,243,पीक डेज में बुकिंग काफी मँहगी हो जाती है ।,10,obl_sv,1.875,4,बुकिंग,['बुकिंग'],1,6,No Direction,2,डेज,"['पीक', 'डेज में']",2,9,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,252,यह शहर कई खूबसूरत नहरों से जुड़ा है ।,9,s_obl_v,1.8571428571428572,2,शहर,"['शहर', 'यह']",2,5,RL,5,नहरों,"['कई', 'खूबसूरत', 'नहरों से']",3,16,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,253,यदि आप यहाँ आएँ तो क्रूज में सैर करना न भूलें ।,12,s_obl_v,2.7,2,आप,['आप'],1,2,No Direction,3,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,261,इन गलियों में ग्राहकों को आकर्षित करने के लिए सेक्स विंडो बनी रहती है ।,15,obl_sv,2.3076923076923075,11,विंडो,"['विंडो', 'सेक्स']",2,10,RL,2,गलियों,"['इन', 'गलियों में']",2,11,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,264,"इसके साथ ही यहाँ कई खूबसूरत म्यूजियम हैं, जहाँ आपको डच इतिहास की अच्छी जानकारी मिल जाएगी ।",18,obl_sv,2.875,16,जानकारी,"['जानकारी', 'डच', 'इतिहास की', 'अच्छी']",4,22,RL,10,जहाँ,['जहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,275,वसंत के मौसम में दूर तक खिले ट्यूलिप के फूलों की अनुपम छटा देखते ही बनती है ।,18,obl_sv,2.125,13,छटा,"['छटा', 'खिले', 'दूर तक', 'ट्यूलिप के', 'फूलों की', 'अनुपम']",6,33,RL,3,मौसम,"['वसंत के', 'मौसम में']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,280,यहाँ की सरकार हीरों के व्यवसाय को प्रमोट करने के लिए यहाँ फ्री विजिट करवाती है ।,17,s_obl_v,2.533333333333333,3,सरकार,"['सरकार', 'यहाँ की']",2,11,RL,12,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,283,इस किले का उल्लेख शिव पुराण से लेकर नारद पंच रत्ना तक में आता है.,16,s_obl_v,2.357142857142857,4,उल्लेख,"['उल्लेख', 'इस', 'किले का']",3,14,RL,11,रत्ना,"['शिव', 'पुराण से', 'पुराण लेकर', 'नारद', 'पंच', 'रत्ना तक', 'रत्ना में']",7,41,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,293,"आप प्लेन, रेल या सड़क मार्ग, जिससे चाहे जा सकते हैं.",12,s_obl_v,2.6,1,आप,['आप'],1,2,No Direction,10,चाहे,"['चाहे', 'जिससे', 'प्लेन', 'रेल', 'मार्ग', 'या', 'सड़क']",7,28,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,305,"माना जाता है कि जैसलमेर की स्थापना भाटी राजपूत, राव जैसल ने 12वीं शताब्दी में की थी.",18,s_obl_v,3.5625,12,जैसल,"['राजपूत', 'भाटी', 'राव', 'जैसल ने']",4,19,RL,15,शताब्दी,"['12वीं', 'शताब्दी में']",2,15,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,307,स्कॉटलैंड के खूबसूरत किलों को मात देते इस किले का निर्माण भाटी वंश के राणा जैसल ने 1156 में करवाया था.,22,s_obl_v,2.55,16,जैसल,"['भाटी', 'वंश के', 'राणा', 'जैसल ने']",4,19,RL,18,1156,['1156 में'],1,7,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,308,बलुआ पत्थरों से बने इस भव्य किले में 99 बुर्ज बने हैं.,13,obl_sv,1.6363636363636365,10,बुर्ज,"['बुर्ज', '99']",2,7,RL,7,किले,"['बने', 'बलुआ', 'पत्थरों से', 'इस', 'भव्य', 'किले में']",6,29,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,315,जहाँ सोने सी चमकती है रेत...,7,obl_vs,1.8,6,रेत...,['रेत...'],1,6,No Direction,1,जहाँ,['जहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,316,"इन हवेलियों में पटुवों जी की हवेली, सलीम सिंह की हवेली और नथमल की हवेली देखने लायक हैं ।",19,obl_sv,3.411764705882353,17,देखने,"['देखने', 'हवेली', 'जी', 'पटुवों की', 'हवेली', 'सलीम', 'सिंह की', 'हवेली', 'और', 'नथमल की', 'लायक']",11,52,Both,2,हवेलियों,"['इन', 'हवेलियों में']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,324,यहाँ आप बोटिंग का लुत्फ भी उठा सकते हैं ।,10,obl_sv,2.5,2,आप,['आप'],1,2,No Direction,1,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,332,इसके अलावा गवर्नमेंट म्यूजियम और डेजेर्ट कल्चर सेंटर म्यूजियम देखने लायक संग्रहालय हैं ।,14,obl_sv,3.3333333333333335,12,संग्रहालय,['संग्रहालय'],1,9,No Direction,1,इसके,['इसके अलावा'],1,9,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,334,यह जगह कभी जैसलमेर की राजधानी हुआ करती थी ।,10,s_obl_v,2.125,2,जगह,"['जगह', 'यह']",2,5,RL,3,कभी,['कभी'],1,3,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,345,"जिस समय इस शहर की स्थापना की गई, उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर खूबसूरती के लिए पूरे विश्व में अपना परचम लहराएगा.",31,obl_sv,3.103448275862069,12,किसी,['किसी ने'],1,6,LR,11,समय,"['समय', 'समय', 'जिस', 'स्थापना', 'इस', 'शहर की', 'गई', 'उस']",8,27,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,348,यह इतिहास तो बच्चे - बच्चे की जुबान पर है कि मुगल बादशाह शाहजहाँ ने अपनी दूसरी पत्नी मुमताज महल की याद में ताजमहल का निर्माण करवाया था.,28,s_obl_v,3.5384615384615383,14,शाहजहाँ,"['बादशाह', 'मुगल', 'शाहजहाँ ने']",3,19,Both,22,याद,"['पत्नी', 'अपनी', 'दूसरी', 'मुमताज', 'महल की', 'याद में']",6,31,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,350,आगरा शहर अपने स्थापत्य की वजह से सैलानियों के आकर्षण का केन्द्र बना हुआ है.,16,s_obl_v,2.7142857142857144,2,शहर,"['शहर', 'आगरा']",2,7,RL,4,स्थापत्य,"['अपने', 'स्थापत्य की', 'स्थापत्य वजह', 'स्थापत्य से']",4,35,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,351,दूधिया चाँदनी में नहाए ताजमहल को देखने के बाद खूबसूरती की सारी उपमाएँ फीकी पड़ जाती हैं.,18,obl_sv,1.875,13,उपमाएँ,"['उपमाएँ', 'खूबसूरती की', 'सारी']",3,20,RL,7,देखने,"['देखने', 'नहाए', 'दूधिया', 'चाँदनी में', 'ताजमहल को', 'के', 'बाद']",7,37,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,356,शुक्रवार के दिन इसका मुख्य द्वार बंद रहता है.,10,obl_sv,1.875,6,द्वार,"['द्वार', 'इसका', 'मुख्य']",3,14,RL,3,दिन,"['दिन', 'शुक्रवार के']",2,13,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,360,इसका निर्माण 1565 ई. में अकबर ने करवाया था.,10,obl_sv,2.125,6,अकबर,['अकबर ने'],1,6,LR,4,ई.,"['1565', 'ई. में']",2,9,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,364,"जो लोग आगरा शहर में निर्मित स्थापत्य की बेजोड़ कलाओं को देखने आते हैं, वे एक बार फतेहपुर सीकरी का रुख जरूर करते हैं.",25,s_obl_v,2.260869565217391,16,वे,"['वे', 'आते', 'लोग', 'जो', 'देखने', 'निर्मित', 'आगरा', 'शहर में', 'स्थापत्य की', 'बेजोड़', 'कलाओं को', 'हैं']",12,58,RL,18,बार,"['बार', 'एक']",2,5,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,365,"आगरा से लगभग 35 किलोमीटर दूर स्थित इस स्थान को मुगल सम्राट अकबर ने अपनी राजधानी बनाया था, अतः यहाँ कई बड़ी - बड़ी इमारतें बनी हुई हैं.",28,obl_sv,2.3076923076923075,26,इमारतें,"['इमारतें', 'कई', 'बड़ी', 'बड़ी']",4,17,RL,21,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,371,मेहताब बाग 'ताजमहल' के पास ही बना हुआ है.,10,s_obl_v,2.375,2,बाग,"['बाग', 'मेहताब']",2,9,RL,4,ताजमहल,"['ताजमहल के', 'ताजमहल पास', 'ही']",3,19,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,393,जहाँ तत्कालीन बौद्ध भिक्षु निवास करते थे ।,8,obl_sv,2.0,4,भिक्षु,"['भिक्षु', 'तत्कालीन', 'बौद्ध']",3,19,RL,1,जहाँ,['जहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,416,साँची में ठहरने के लिए अनेक सुविधाएँ हैं ।,9,obl_sv,2.5714285714285716,7,सुविधाएँ,"['सुविधाएँ', 'अनेक']",2,12,RL,1,साँची,['साँची में'],1,8,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,425,"मलेशिया के जितने भी मंदिर देखे, उन सभी में सुविधाएँ काफी अच्छी नजर आईं ।",15,obl_sv,2.076923076923077,11,सुविधाएँ,['सुविधाएँ'],1,8,No Direction,9,सभी,"['देखे', 'मंदिर', 'मलेशिया के', 'जितने', 'भी', 'उन', 'सभी में']",7,33,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,427,इसके अलावा बैठने की अच्छी व्यवस्था तथा पूजा करने के लिए भी काफी बड़े स्थान नजर आए ।,18,obl_sv,4.125,6,व्यवस्था,"['व्यवस्था', 'बैठने', 'की', 'अच्छी', 'स्थान', 'तथा', 'करने', 'पूजा', 'के', 'लिए', 'भी', 'बड़े', 'काफी']",13,51,RL,1,इसके,['इसके अलावा'],1,9,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,428,"कैमरून हाईलैंड्स में तो दोपहर के समय मंदिर में कोई भी नजर नहीं आया, परंतु संपूर्ण मंदिर एकदम खुला था ।",21,s_obl_v,3.0,18,मंदिर,"['मंदिर', 'संपूर्ण']",2,12,RL,19,एकदम,['एकदम'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,429,"कुआलालम्पुर में प्रतिवर्ष भारतीयों द्वारा बड़े पैमाने पर धार्मिक रैली का भी आयोजन किया जाता है, जिसमें भारतीय मूल के लोग भी भाग लेते हैं ।",26,obl_sv,3.625,22,लोग,"['लोग', 'भारतीय', 'मूल के', 'भी']",4,16,Both,18,जिसमें,['जिसमें'],1,6,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,431,इन पुजारियों का परिवार यहाँ रहता है तथा मंदिर की पूरी जिम्मेदारी इन्हीं के पास रहती है ।,18,s_obl_v,2.625,4,परिवार,"['परिवार', 'इन', 'पुजारियों का']",3,19,RL,5,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,431,इन पुजारियों का परिवार यहाँ रहता है तथा मंदिर की पूरी जिम्मेदारी इन्हीं के पास रहती है ।,18,s_obl_v,2.625,12,जिम्मेदारी,"['जिम्मेदारी', 'मंदिर की', 'पूरी']",3,21,RL,13,इन्हीं,"['इन्हीं के', 'इन्हीं पास']",2,17,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,435,"आप सोच रहे होंगे कि मीरा, पद्मिनी और महाराणा प्रताप में क्‍या समानता हो सकती है?",17,obl_sv,3.1333333333333333,14,समानता,"['समानता', 'क्\u200dया']",2,11,RL,6,मीरा,"['मीरा', 'पद्मिनी', 'और', 'महाराणा', 'प्रताप में']",5,29,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,436,इन तीनों का संबंध राजस्‍थान के चित्‍तौड़ से है और ये तीनों चित्‍तौड़ के किले में निवास करते थे ।,20,s_obl_v,2.6666666666666665,12,तीनों,"['तीनों', 'ये']",2,7,RL,15,किले,"['चित्\u200dतौड़ के', 'किले में']",2,18,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,440,"कुछ इतिहास को कुरेदने आते हैं, तो कुछ को यहाँ आकर सृजनात्‍मक ऊर्जा मिलती है ।",16,obl_sv,2.5,14,ऊर्जा,"['ऊर्जा', 'सृजनात्\u200dमक']",2,15,RL,12,आकर,"['आकर', 'यहाँ']",2,7,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,444,"किले के परिसर में प्रवेश करते ही सबसे पहले नजर आता है, खूबसूरत झरना ।",15,obl_vs,1.7692307692307692,15,झरना,"['झरना', 'खूबसूरत']",2,11,RL,9,पहले,"['पहले', 'सबसे']",2,8,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,449,"हमने इस किले को देखने की शुरुआत की, विजय स्‍तंभ के साथ ।",13,sv_obl,1.9090909090909092,1,हमने,['हमने'],1,4,No Direction,11,स्‍तंभ,"['विजय', 'स्\u200dतंभ के', 'स्\u200dतंभ साथ']",3,21,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,450,"शौर्य, भक्ति और सौंदर्य का प्रतीक इस स्‍तंभ का निर्माण महाराणा कुंभा ने चौदहवीं शताब्‍दी में करवाया था ।",19,s_obl_v,2.2941176470588234,13,कुंभा,"['महाराणा', 'कुंभा ने']",2,14,Both,16,शताब्‍दी,"['चौदहवीं', 'शताब्\u200dदी में']",2,18,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,455,इस झरोखे में से पूरा चित्‍तौड़ शहर और अनेक खूबसूरत नजारे दिखाई देते हैं ।,15,obl_sv,2.6153846153846154,7,शहर,"['शहर', 'चित्\u200dतौड़', 'पूरा', 'नजारे', 'और', 'अनेक', 'खूबसूरत']",7,34,Both,2,झरोखे,"['इस', 'झरोखे में', 'झरोखे से']",3,17,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,456,रात के समय सुनहरी रोशनी में नहाया हुआ विजय स्‍तंभ और भी खूबसूरत दिखाई देता है ।,17,obl_sv,2.4,10,स्‍तंभ,"['स्\u200dतंभ', 'नहाया', 'सुनहरी', 'रोशनी में', 'हुआ', 'विजय']",6,32,RL,1,रात,"['रात के', 'रात समय']",2,11,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,457,यहाँ आप चाहें तो ऊँट की सवारी का आनंद ले सकते हैं ।,13,obl_sv,2.3636363636363638,2,आप,['आप'],1,2,No Direction,1,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,459,स्‍थापत्‍य कला के जानकारों को इस महल में घूमना बहुत लुभाता है ।,13,s_obl_v,1.8181818181818181,9,घूमना,"['घूमना', 'इस', 'महल में']",3,13,RL,10,बहुत,['बहुत'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,462,सात मंजिल व 22 मीटर ऊँचे इस स्‍तंभ का निर्माण बारहवीं शताब्‍दी में किसी धनवान जैन व्‍यापारी ने करवाया था ।,21,obl_sv,2.3684210526315788,17,व्‍यापारी,"['किसी', 'धनवान', 'जैन', 'व्\u200dयापारी ने']",4,23,RL,12,शताब्‍दी,"['बारहवीं', 'शताब्\u200dदी में']",2,18,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,464,कमल ताल नामक तालाब के नजदीक बने इस महल के साथ राजस्‍थान के इतिहास की सबसे रोमांचक कथा जुड़ी है ।,21,obl_sv,1.9473684210526316,18,कथा,"['कथा', 'राजस्\u200dथान के', 'इतिहास की', 'रोमांचक', 'सबसे']",5,33,RL,9,महल,"['बने', 'नामक', 'ताल', 'कमल', 'तालाब के', 'तालाब नजदीक', 'इस', 'महल के', 'महल साथ']",9,43,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,468,"रानी पद्मिनी ने तालाब के सामने अपना घूँघट खोला, वह छवि तालाब के सामने स्थित दुमंजिला बरामदे में लगाए गए आईने में अलाउद्दीन ने देखी और वह अपनी सेनाओं समेत वापस लौट गया ।",34,s_obl_v,3.5625,28,वह,['वह'],1,2,No Direction,30,सेनाओं,"['अपनी', 'सेनाओं समेत']",2,14,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,471,मीरा यहाँ अपने कृष्‍ण की पूजा करती थी और यहीं पर उन्‍होंने अमृत मानकर विष का प्‍याला पी लिया था ।,21,s_obl_v,3.3684210526315788,1,मीरा,['मीरा'],1,4,No Direction,2,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,478,"जब पूरा राजस्‍थान गर्मी में तपता है और सारे जलस्रोत सूख जाते हैं, तब भी इस गौमुख से निकलने वाली धारा लगातार शिवजी का अभिषेक करती रहती है ।",29,obl_sv,2.5925925925925926,22,धारा,"['धारा', 'निकलने', 'इस', 'गौमुख से', 'वाली']",5,23,RL,15,तब,"['तब', 'तपता', 'जब', 'राजस्\u200dथान', 'पूरा', 'गर्मी में', 'है', 'सूख', 'और', 'जलस्रोत', 'सारे', 'जाते', 'हैं', 'भी']",14,56,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,481,उदयपुर से केवल दो घंटे की सड़क यात्रा करके आप चित्तौड़ पहुँच सकते हैं ।,15,s_obl_v,2.0,10,आप,['आप'],1,2,No Direction,11,चित्तौड़,['चित्तौड़'],1,8,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,484,सितंबर से फरवरी माह के बीच चित्तौडगढ़ की सैर करना श्रेयस्‍कर होगा ।,13,obl_sv,2.090909090909091,10,करना,"['करना', 'सैर', 'चित्तौडगढ़ की']",3,19,RL,4,माह,"['सितंबर से', 'फरवरी', 'माह के', 'माह बीच']",4,24,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,485,इस दौरान यहाँ का मौसम बहुत अच्‍छा होता है ।,10,obl_sv,2.0,5,मौसम,"['मौसम', 'यहाँ का']",2,10,RL,2,दौरान,"['दौरान', 'इस']",2,7,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,494,श्रद्धालु यमुना मैया की पूजा करने से पहले इस शिला की पूजा करते हैं ।,15,s_obl_v,2.5384615384615383,1,श्रद्धालु,['श्रद्धालु'],1,9,No Direction,6,करने,"['करने', 'पूजा', 'यमुना', 'मैया की', 'से', 'पहले']",6,25,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-train.conllu,499,अप्रैल से सितंबर के मध्‍य यहाँ यात्रा करना मौसम और जलवायु की दृष्टि से सुविधाजनक होता है ।,18,s_obl_v,2.375,8,करना,"['करना', 'अप्रैल से', 'सितंबर के', 'सितंबर मध्\u200dय', 'यहाँ', 'यात्रा']",6,41,RL,13,दृष्टि,"['जलवायु', 'और', 'मौसम की', 'दृष्टि से']",4,22,Both
