File,Sent_ID,Sentence,Length,Category,Average Dependency 
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,920,तू मोहन मास्टर की तरह बात कर रहा है साला ।,11,s_obl_v,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,933,पता नहीं ये कितना रिसर्च में लगाएगा यार ।,9,s_obl_v,3.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,935,हमें एक्चुअली संस्कृत में बात करने चाहिए थे ।,9,s_obl_v,2.4285714285714284
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,955,अब नायर को देख [incomprehensible] में एडमिशन मिलेगा ।,9,s_obl_v,2.7142857142857144
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,956,वो इधर आएगा ।,4,s_obl_v,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,957,तू उधर अकेला रहना ।,5,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,958,नहीं वो बॉस्टन आएगा ।,5,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,961,तू स्प्रिंग में दिया यार ।,6,s_obl_v,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,971,नहीं तो पहले ही मैं अप्लाई कर दिया होता ।,10,obl_sv,2.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1013,तो वहाँ पर 1 पेपर पड़ी हुई है ।,9,obl_sv,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1046,तो वो कहता कि तुम किया कैसे ।,8,sv_obl,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1047,तो ये लोग क्या किया कि 2 घंटे में गाड़ी को पूरा तोड़ दिया फ़िर ले के जा के फ़िर वहाँ पर फ़िर फ़िर रीअसेम्बल कर दिया ।,28,s_obl_v,3.1538461538461537
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,19,कैलटेक में नहीं किया था हम ने अप्लाई ।,9,obl_vs,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,36,किसी को क्या पता चलेगा ।,6,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,40,1 सेकंड हमें देखने दो यार ।,7,obl_sv,1.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,163,यार 1 ब्लू कलर की किताब होती थी उस में मतलब ।,12,sv_obl,2.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,180,ऐसे तो कोई दे रहा होगा वो भी नहीं होगा ।,11,obl_sv,2.111111111111111
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,222,येस अब मेरे को याद आया ।,7,obl_sv,2.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,230,1 जी भी आना चाहिए कहीं यार ।,8,sv_obl,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,256,वो [incomprehensible] चलेगी उस के लिए यार ।,8,sv_obl,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,260,उस में तो हल्कीयास चल जाएगी ।,7,obl_sv,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,278,एक्चुअली उस ने उस से भी पढ़ाया था ।,9,s_obl_v,2.7142857142857144
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,288,तुम कितनी किताब ले के आए थे घर से ।,10,sv_obl,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,295,कौन पीछे बोल रहा है ।,6,s_obl_v,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,364,वो तो बीटेक की डिग्री में लिखे रहते हैं यार ।,11,s_obl_v,2.111111111111111
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,383,अरे यार कोर्स का नाम मेरे ट्रांसक्रिप्ट में लिखा होगा ।,11,s_obl_v,3.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,389,[anonymized] ने स्टीवेन्सन से पढ़ाया था ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,468,उस की तो गाउंकर शाउंकर से पढ़ाया था उस ने ।,11,obl_vs,1.7777777777777777
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,572,बट [anonymized] ने किसी किताब से नहीं पढ़ाया था ।,10,s_obl_v,2.625
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,573,वो लेटेस्ट पेपर्स से पढ़ाता था ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,594,[anonymized] का दूसरा कोर्स भी फ़िर पेपर्स से ही हुआ होगा ।,12,s_obl_v,2.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,621,लेकिन उस में तो तेल हो गया था ना ।,10,obl_sv,2.375
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,649,लीनियर नीले से लिखा है और अल्जेब्रा ग्रीन से लिखा था [incomprehensible] ।,13,s_obl_v,2.3636363636363638
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,649,लीनियर नीले से लिखा है और अल्जेब्रा ग्रीन से लिखा था [incomprehensible] ।,13,s_obl_v,2.3636363636363638
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,657,[anonymized] से पढ़ाई थी उस नें ।,7,obl_vs,1.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,726,मुझे ही कुछ कन्फ़्यूज़न हो रही है उस में ।,10,sv_obl,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,745,ऐसे किसी को नहीं पता होती यार ।,8,obl_sv,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,747,एमआईटी में जनता जाती है ।,6,obl_sv,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,752,कुछ डेड्ली से डिपार्टमेंट में अप्लाई कर रहा हूँ मैं [incomprehensible] ।,12,obl_vs,1.9
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,758,तो तुम ले रहे हो अभी ।,7,sv_obl,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,787,मिल तो तुम्हें जाॅन हापकिन्स से भी जाएगा ।,9,vs_obl,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,832,[incomprehensible] में कोई किताब होती थी कोई ।,8,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,927,मैं ने तो [anonymized] के साथ किया था भैया ।,10,s_obl_v,2.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,946,कैसा चल रहा है सब ।,6,obl_vs,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,952,कुछ काम ही नहीं हुआ है अभी तक ।,9,sv_obl,1.4285714285714286
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,977,तुम ने नहीं पढ़ी क्या ।,6,sv_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,980,अच्छा तो शाम को नहीं पढ़ी होगी मैं ने ।,10,obl_vs,2.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,1018,मास्टर्ज़ ही नहीं खत्म हो रही ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,1044,अबे ये कॉल अब तक रिकॉर्ड हो रही हैं यार ।,11,s_obl_v,2.4444444444444446
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,1054,और मैं यूपेन में अप्लाई भी कर रहा हूँ ।,10,s_obl_v,2.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,4,और बस अभी मोने का 1 दोस्त आया हुआ है ।,11,obl_sv,3.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,15,पता है ये 2 3 बारे मैं ने नोट किया कि ये इस के साथ वालो के साथ तो खेलता है अच्छे से ।,24,s_obl_v,3.409090909090909
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,26,और फ़िर अभी दोनो बहुत ही अच्छे से खेल रहे हैं यार ।,13,obl_sv,3.4545454545454546
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,51,ये अच्छा होगा वहाँ पे ।,6,sv_obl,1.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,70,फ़िर नहाए दोनों ।,4,obl_vs,1.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,74,ये तो अभी से अगर प्रॉपर स्विमिंग करने लग जाएगा ना तो फ़िज़ीक इतनी अच्छी हो जाती है स्विमिंग से ।,21,s_obl_v,2.5789473684210527
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,74,ये तो अभी से अगर प्रॉपर स्विमिंग करने लग जाएगा ना तो फ़िज़ीक इतनी अच्छी हो जाती है स्विमिंग से ।,21,sv_obl,2.5789473684210527
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,75,शोल्डर्ज़ स्विमर्ज़ के ऐसे होते हैं ।,7,s_obl_v,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,81,तो ये ऐसे बोल रहा था कि अब चौथी में आया है कि यहाँ तो अगर जो एथलेटिक नहीं होते हैं उन के कोई दोस्त ही नहीं होते हैं स्कूल में ।,32,obl_sv,3.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,81,तो ये ऐसे बोल रहा था कि अब चौथी में आया है कि यहाँ तो अगर जो एथलेटिक नहीं होते हैं उन के कोई दोस्त ही नहीं होते हैं स्कूल में ।,32,sv_obl,3.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,84,मैं दूसरी टीम में जाता हूँ ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,112,पर ये इस को देख के मुझे लग रहा था कि जब इसी को मुश्किल होती है तो मागॉड ग्रोइंग अप तो बहुत मुश्किल है यार ।,28,obl_sv,3.230769230769231
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,114,पर मोने अभी से खेलेगा तो ठीक है ।,9,s_obl_v,2.2857142857142856
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,117,पर वो सॉकर में ज्यादा मजा नहीं आया उस को ।,11,obl_vs,2.7777777777777777
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,124,मुझे लगता है कम अग्रेसिव होता है ना बास्केटबॉल सॉकर से ।,12,vs_obl,1.9
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,130,बास्केटबॉल भी बहुत होता है यहाँ तो ।,8,sv_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,176,कहता नानी ने वहाँ भेजी होगी फ़िर वहाँ से यहाँ आई होगी ।,13,s_obl_v,2.3636363636363638
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,208,तो हम गए 1 रिवर है वहाँ ।,8,sv_obl,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,216,तो आर्टिफ़िशियल रिवर में करना क्योंकि उस में सब कुछ कंट्रोल्ड होता है और लाइफ़गार्ड्स भी होते हैं ।,19,obl_sv,2.588235294117647
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,219,और राइड भी ट्यूबिंग 45 मिनट्स का होता है ।,10,s_obl_v,2.875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,221,1 मोटी ट्यूब होती है उस में अंदर ।,9,sv_obl,1.7142857142857142
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,225,और उस के नीचे कुछ बंद होता है ।,9,obl_sv,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,246,तो पता है जब हम देख रहे थे हमारा कैम्पसाइट रिवर पे ही था ।,15,obl_sv,1.9230769230769231
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,257,तो उस को बैठाया और हम भी हमारे उस में बैठ गए ।,13,s_obl_v,2.727272727272727
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,258,बिफ़ोर हम बैठे उस के पहले हम को उस ने रेंटल वाली ने बोला कि 3 जगह पे क्योंकि मैनमेड रिवर है तो 3 स्पॉट्स पे इन्होंने बनाए हैं वो एरियाज़ जहाँ इन लोग का थ्रिल पॉइंट्स हैं ।,39,obl_sv,3.2972972972972974
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,263,तो अगर तुम चाहो तो मोने को वो जो पॉइंट स्टार्ट हो उस के पहले बैंक पे उतार के और वहाँ से पैदल चल के जब वो खत्म हो वहाँ वापस घुस जाना ।,34,obl_sv,4.1875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,264,तो फ़्लोट नहीं करेगा उस के अंदर से ।,10,sv_obl,2.125
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,272,वहाँ एकदम से तेज़ फ़्लो पे जैसे वाटर पार्क्स नहीं होते हैं ।,13,obl_sv,2.272727272727273
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,274,लोग ओह कर के चिल्लाते हुए निकलते हैं राफ़्ट में ।,11,sv_obl,1.8888888888888888
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,280,अब है ना हम कोस्ट पे पहुँच नहीं पा रहे थे ।,12,s_obl_v,2.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,283,तो हम बहुत कोशिश कर के ऑलमोस्ट पहुंँचे कोस्ट पे ।,11,sv_obl,2.4444444444444446
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,295,और मैं खड़ी हुई और ट्यूब निकल गई क्योंकि वो डीप बहुत था पार्ट और बह गई ।,18,sv_obl,2.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,297,मैं बह गई बहुत डीप पानी में ।,8,sv_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,304,तो वो जो स्प्लिट सेकेंड जितने लाइफ़गार्ड ने मुझे पकड़ा तब तक मैं ज़िंदा भी थी कॉन्शियस भी थी और सोच रही थी अब मैं मरी ।,27,obl_sv,2.36
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,310,पर उस पूरे एक्सपीरिएंस में से हम निकले ।,9,obl_sv,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,312,तब तक मेरे पानी सब भर गया था ।,9,obl_sv,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,323,फ़िर मैं आई और मोने ने कहा मम्मी तुम ने स्विम किया क्या ।,14,obl_sv,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,323,फ़िर मैं आई और मोने ने कहा मम्मी तुम ने स्विम किया क्या ।,14,sv_obl,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,378,और नीचे से पाँव लटकते रहते हैं ।,8,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,381,बॉटम्ज़ बीच में होते हैं ।,6,s_obl_v,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,384,अंदर घुस जाता है बॉटम ।,6,obl_vs,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,388,पर उस के बाद 1 और किस्सा हो ।,9,obl_sv,2.7142857142857144
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,396,मैं तो फ़िर बिलकुल अटेम्प्ट ही नहीं किया ।,9,s_obl_v,3.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,404,वो पूरे अंदर घुस गए ।,6,s_obl_v,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,405,बॉटम्ज़ बाहर आ गए ।,5,s_obl_v,1.3333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,420,सी हिरेन की ट्यूब थोड़ी छोटी थी तो उस में से पानी नहीं निकल पा रहा था ।,18,obl_sv,3.1875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,423,तो पानी नहीं निकल रहा था थ्रू ।,8,sv_obl,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,429,हम ने पहली बार किया था ।,7,s_obl_v,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,430,पर मैं तो कभी भी नहीं जाऊँगी ।,8,s_obl_v,2.8333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,431,मैं वॉटर स्पोर्ट्स में भी नहीं जाऊँगी ।,8,s_obl_v,2.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,457,पर वो इतना पानी से डर जाता ।,8,s_obl_v,2.6666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,469,गश है पर आप तो ऊपर ही हो ।,9,s_obl_v,3.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,474,मोस्ट्ली लोग इधर उधर हो जाते हैं ।,8,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,478,वो भी होता तो मोने के लिए टू मच होता ।,11,obl_sv,2.888888888888889
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,481,और लाइफ़गार्ड वहीं बैठा था तो मैं भी बच गई ।,11,s_obl_v,2.111111111111111
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,485,सो ऐसी बात हुई इस वीकेंड ।,7,sv_obl,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,487,पर सारी दुनिया कर रही थी वहाँ ।,8,sv_obl,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,512,हम को अंदाज़ नहीं था कि इतना अंदरकरंट तेज़ हो जाएगा कि हम साइड में ही नहीं पहुँच पाएँगे ।,20,s_obl_v,2.7777777777777777
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,550,और उस ने कहा था नैचरल रिवर में अनप्रेडिक्टेबल अंडरकरंट्स होते हैं रॉक्स होते हैं ।,16,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,590,दिल्ली पहुँचने में 2 दिन लग गए होंगे ।,9,obl_sv,1.5714285714285714
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,602,आज मैं ने भेज भी दिया क्योंकि 1 हफ़्ता ही और है लास्ट डेट ।,15,obl_sv,2.230769230769231
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,621,अब बस वो ही कि उन की तरफ़ से कुछ आए ।,12,obl_sv,2.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,636,सीधा हम गए सैटर्डे रात और संडे को वापस न्यूयॉर्क आए ।,12,sv_obl,2.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,650,बस वो वहाँ छोड़ देते थे ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,662,तो 40 डॉलर उस में ही लग गए ।,9,s_obl_v,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,684,तो अपन कहाँ से करते हैं ।,7,s_obl_v,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,698,मधु कैसे नहीं करती है ।,6,s_obl_v,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,702,तो तुम लोग फ़्राइडे को नहीं गए थे ।,9,s_obl_v,2.4285714285714284
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,746,तो तुम ने क्या खाया ।,6,s_obl_v,2.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,876,और डेज़ इतने लंबे होते हैं तो शाम को जो धूप आ रही होती है ।,16,obl_sv,2.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,901,नहीं तो तुम जब जाते हो तुम को बाहर ले जाते हैं ।,13,s_obl_v,2.4545454545454546
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,917,वो बोलेगी कि अब रिकॉर्डिंग बंद होने वाली है ।,10,obl_sv,2.375
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,919,तुम ने तो किया हुआ है विक्कु के साथ ।,10,sv_obl,1.875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,920,नहीं किया मैं ने अभी ।,6,vs_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,924,और यहाँ तो कुछ ना कुछ हो ही रहा होता है ।,12,obl_sv,2.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,938,उस को डिपार्टमेंट से भी मिल गया और आज वो वहाँ इंडिया से भी आ गया ।,17,s_obl_v,3.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,942,ओह आज रात को फ़ोन आएगा ।,7,obl_sv,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,946,तू इंडिया जाएगा ।,4,s_obl_v,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,958,ये विक्कु को भी कहो तो कि अभी तो मुश्किल ही लग रहा है समर तो विंटर तक कैसे हो सकता है ।,23,obl_vs,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,965,मैं 2 बार जा ही नहीं सकती हूँ ।,9,s_obl_v,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,969,मम्मी को तो पता ही है कि तू इस टाइम आ रही है ।,14,s_obl_v,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,983,बट उन लोग बताएँ जब है कि ।,8,sv_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4115_gold.conllu,994,मम्मी को अच्छा लगेगा अगर हम सब लोग वहाँ होंगे तो ।,12,s_obl_v,2.3
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4214_gold.conllu,10,घर में आधी चीज़ें तो पता ही नहीं होती है ।,11,obl_sv,2.4444444444444446
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4214_gold.conllu,14,वहाँ तो बहुत गर्मी हो रही होगी ।,8,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4214_gold.conllu,22,आधा दिन निकल जाता है शॉपिंग में ही ।,9,sv_obl,1.5714285714285714
