File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction 
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,159,हनुमान जी और सुग्रीव मतलब जो है भगवान के साथ होते हैं और सारी वानर सेना उन के साथ हो जाती है ।,23,s_obl_v,3.0,16,सेना,"['सेना', 'सारी', 'वानर']",3,12,RL,17,उन,"['उन के', 'उन साथ']",2,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,168,उन के साथ वानर सेना के मुख जो हैं बड़े बड़े वीर वो भी जाते हैं ।,17,obl_sv,3.066666666666667,13,वो,"['वो', 'वीर', 'वानर', 'सेना के', 'मुख', 'जो', 'हैं', 'बड़े', 'बड़े', 'भी']",10,31,Both,1,उन,"['उन के', 'उन साथ']",2,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,208,अभी बच्चे सो के उठे हैं ।,7,obl_sv,2.2,2,बच्चे,['बच्चे'],1,5,No Direction,1,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,256,दिव्या अभी खायेगी ।,4,s_obl_v,1.5,1,दिव्या,['दिव्या'],1,6,No Direction,2,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,257,दिव्या अभी खायेगी ।,4,s_obl_v,1.5,1,दिव्या,['दिव्या'],1,6,No Direction,2,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,265,मैं काम से बोल रहा हूँ ।,7,s_obl_v,1.8,1,मैं,['मैं'],1,3,No Direction,2,काम,['काम से'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,300,और आप कहाँ तक पढ़ी हैं ।,7,s_obl_v,2.2,2,आप,['आप'],1,2,No Direction,3,कहाँ,['कहाँ तक'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,301,मैं ने 10 तक पढ़ी हूँ ।,7,s_obl_v,1.8,1,मैं,['मैं ने'],1,5,LR,3,10,['10 तक'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,367,वो किस चीज़ का बना हुआ है ।,8,s_obl_v,1.8333333333333333,1,वो,['वो'],1,2,No Direction,3,चीज़,"['किस', 'चीज़ का']",2,8,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,375,उस में 2 वो बनी हुई है ना कब्रें ।,10,obl_vs,2.125,9,कब्रें,['कब्रें'],1,6,No Direction,1,उस,['उस में'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,447,अभी कितना टाइम हो गया ।,6,obl_sv,1.5,3,टाइम,"['टाइम', 'कितना']",2,9,RL,1,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,448,हम लोग बातचीत कितने समय से कर रहे हैं ।,10,s_obl_v,2.125,2,लोग,"['लोग', 'हम']",2,5,RL,5,समय,"['कितने', 'समय से']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,452,हम लोग आधे घंटे तक बातचीत कर सकते हैं ।,10,s_obl_v,1.875,2,लोग,"['लोग', 'हम']",2,5,RL,4,घंटे,"['आधे', 'घंटे तक']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,460,उस टाइम 15 मिनट रहते थे ।,7,obl_sv,1.4,4,मिनट,"['मिनट', '15']",2,6,RL,2,टाइम,"['टाइम', 'उस']",2,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,462,तो हम लोग उस से पहले से बातचीत कर रहे हैं ।,12,s_obl_v,3.0,3,लोग,"['लोग', 'हम']",2,5,RL,4,उस,"['उस से', 'उस पहले', 'उस से']",3,14,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,469,मैं ने हिसार से किया ।,6,s_obl_v,2.0,1,मैं,['मैं ने'],1,5,LR,3,हिसार,['हिसार से'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,582,मेरे ख्याल में हमें 20 मिनट से अधिक हो गए हैं बातचीत करते हुए ।,15,obl_sv,2.1538461538461537,4,हमें,['हमें'],1,4,No Direction,2,ख्याल,"['मेरे', 'ख्याल में']",2,12,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,28,अगर इन का टाइम अभी भी बाकी होगा तो तुम कर सकती हो किसी और को भी फ़ोन करना हो तुम को तो ।,24,s_obl_v,2.772727272727273,4,टाइम,"['टाइम', 'इन का']",2,8,RL,5,अभी,"['अभी', 'भी']",2,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,39,नहीं फ़िर ये वहाँ से आएगा सब कागज़ वागज़ ।,10,obl_vs,2.375,8,कागज़,"['कागज़', 'सब', 'वागज़']",3,10,Both,4,वहाँ,['वहाँ से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,59,हाँ वो कल बता रही थी ।,7,s_obl_v,1.8,2,वो,['वो'],1,2,No Direction,3,कल,['कल'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,61,कह रही थी मेरे गेस्ट भी आये हुए थे क्रिसमस टाइम पे ।,13,sv_obl,2.0,5,गेस्ट,"['गेस्ट', 'मेरे', 'भी']",3,11,Both,11,टाइम,"['क्रिसमस', 'टाइम पे']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,65,वो स्टक हो गए थे स्नो पड़ी है वहाँ पे ।,11,sv_obl,1.6666666666666667,6,स्नो,['स्नो'],1,4,No Direction,9,वहाँ,['वहाँ पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,74,इस बार तो काफ़ी वेट विंटर रही है ।,9,obl_sv,1.5714285714285714,6,विंटर,"['विंटर', 'वेट', 'काफ़ी']",3,12,RL,2,बार,"['बार', 'इस', 'तो']",3,7,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,92,कल ही बुकिंग कराई मैं ने ।,7,obl_vs,1.4,5,मैं,['मैं ने'],1,5,LR,1,कल,"['कल', 'ही']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,140,क्योंकि उस की सास ससुर भी इंडिया गए हुए थे ।,11,s_obl_v,2.2222222222222223,5,ससुर,"['ससुर', 'उस की', 'सास', 'भी']",4,13,RL,7,इंडिया,['इंडिया'],1,6,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,165,उस ने अगले दिन उसे कहा कि तू रात की बस से ही आ जा ।,16,s_obl_v,2.9285714285714284,8,तू,['तू'],1,2,No Direction,11,बस,"['रात की', 'बस से', 'ही']",3,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,167,कह रहा था तू अपने आप आ जाइयो वापिस बस से ।,12,sv_obl,2.2,4,तू,"['तू', 'आप', 'अपने']",3,8,LR,10,बस,['बस से'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,169,फ़िर बड़ी मुश्किल से उस ने कहा कि नहीं मैं सुबह की बस से ही आऊंगी ।,17,s_obl_v,3.6,10,मैं,['मैं'],1,3,No Direction,13,बस,"['सुबह की', 'बस से', 'ही']",3,12,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,170,तो सुबह की बस से चली गयी थी वो तो ।,11,obl_vs,2.0,9,वो,"['वो', 'तो']",2,4,LR,4,बस,"['सुबह की', 'बस से']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,183,सास वैसे उस के पेरेंट्स से मिल के आयी हैं इंडिया गयीं हैं तो ।,15,s_obl_v,2.6923076923076925,1,सास,['सास'],1,3,No Direction,2,वैसे,['वैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,193,तो वो बोली कि नहीं वो कह रहीं थी कि मैं जाऊंगी सीमा के पास ओटावा घूमने ।,18,sv_obl,2.125,11,मैं,['मैं'],1,3,No Direction,13,सीमा,"['सीमा के', 'सीमा पास']",2,13,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,197,वो दूसरे घर सेटल हो गयी है ।,8,s_obl_v,1.8333333333333333,1,वो,['वो'],1,2,No Direction,3,घर,"['घर', 'दूसरे']",2,7,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,201,नहीं ठीक है उन्होंने मतलब रखा उतने दिन ।,9,sv_obl,1.7142857142857142,4,उन्होंने,['उन्होंने'],1,8,No Direction,8,दिन,"['दिन', 'उतने']",2,7,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,211,वो बहु की तरह देखती है ।,7,s_obl_v,2.2,1,वो,['वो'],1,2,No Direction,2,बहु,"['बहु की', 'बहु तरह']",2,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,212,क्योंकि वो बहु की तरह लायी थी ।,8,s_obl_v,2.6666666666666665,2,वो,['वो'],1,2,No Direction,3,बहु,"['बहु की', 'बहु तरह']",2,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,214,अब वो थोड़ी ना सुनेंगी ।,6,obl_sv,2.5,2,वो,['वो'],1,2,No Direction,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,217,मतलब अब उस को मानना है तो बेटी की तरह मानो तो ठीक है ।,15,obl_sv,2.3846153846153846,3,उस,['उस को'],1,4,LR,2,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,228,ठीक है तुम बीच में से हट जाओ ।,9,s_obl_v,2.5714285714285716,3,तुम,['तुम'],1,3,No Direction,4,बीच,"['बीच में', 'बीच से']",2,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,242,मेरे को इस के थ्रू पता चलता है ।,9,s_obl_v,2.2857142857142856,1,मेरे,['मेरे को'],1,6,LR,3,इस,"['इस के', 'इस थ्रू']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,255,मैं क्यों जाती फ़िर वीकडे में रहने उस के साथ ।,11,s_obl_v,1.6666666666666667,1,मैं,['मैं'],1,3,No Direction,2,क्यों,['क्यों'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,263,कहती है अच्छा तुम भी घर से बाहर निकल जाओगी भाभी मेरे मारे ।,14,s_obl_v,2.9166666666666665,4,तुम,"['तुम', 'भी']",2,5,LR,6,घर,"['घर से', 'घर बाहर']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,268,तब तो मैं गयी थी तो क्योंकि सब लोग गए थे मिलने तो मैं चली गयी थी ।,18,obl_sv,2.375,3,मैं,['मैं'],1,3,No Direction,1,तब,"['तब', 'तो']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,271,कह रही थी अभी आयी है ये जब तू आयी है ।,12,obl_sv,2.1,9,तू,['तू'],1,2,No Direction,8,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,273,जब मेरी इतनी इंसल्ट करी थी मम्मी ने ।,9,obl_vs,1.7142857142857142,7,मम्मी,['मम्मी ने'],1,7,LR,1,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,276,अह डिशेज़ सिंक में पड़ी थी ।,7,s_obl_v,2.2,2,डिशेज़,['डिशेज़'],1,6,No Direction,3,सिंक,['सिंक में'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,280,तो मैं आयी जब तक डिशेज़ खत्म हो गयी ।,10,sv_obl,1.75,2,मैं,['मैं'],1,3,No Direction,4,जब,['जब तक'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,281,तो मम्मी ने सोचा कि मैं कामचोरी के बहाने चली गयी थी ।,13,s_obl_v,2.5454545454545454,6,मैं,['मैं'],1,3,No Direction,9,बहाने,"['बहाने', 'कामचोरी के']",2,14,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,285,अब दुबारा तुम जाओ अमित को सुलाने चली जाओ ।,10,obl_sv,1.875,3,तुम,['तुम'],1,3,No Direction,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,287,चली जाती हूँ मैं भी काम पर ।,8,vs_obl,2.1666666666666665,4,मैं,"['मैं', 'भी']",2,5,LR,6,काम,['काम पर'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,319,नहीं वही तो वो उस ने कहा मेरे तो अगले दिन ही कट गए थे ।,16,s_obl_v,2.642857142857143,8,मेरे,"['मेरे', 'तो']",2,6,LR,11,दिन,"['दिन', 'अगले', 'ही']",3,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,320,तो मैं क्या करूँ जब ये ही लोग ले गए थे तो ।,13,obl_sv,2.727272727272727,8,लोग,"['लोग', 'ये', 'ही']",3,7,RL,5,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,324,अब थोड़ी ना उसका हस्बेंड आने देगा ।,8,obl_sv,2.1666666666666665,5,हस्बेंड,"['हस्बेंड', 'उसका']",2,11,RL,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,363,अभी मैं ने अमित से कहा तो है ।,9,obl_sv,2.2857142857142856,2,मैं,['मैं ने'],1,5,LR,1,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,370,मैं तो बीच में फस जाती हूँ ।,8,s_obl_v,1.8333333333333333,1,मैं,"['मैं', 'तो']",2,5,LR,3,बीच,['बीच में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,387,रोता रोता गया जब ये छोड़ के आए ।,9,obl_sv,2.5714285714285716,5,ये,['ये'],1,2,No Direction,4,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,391,हाँ भगवान जाने उधर ।,5,sv_obl,1.3333333333333333,2,भगवान,['भगवान'],1,5,No Direction,4,उधर,['उधर'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,398,नहीं लेकिन ऐसे लोग मतलब वैसे दबा के रख लेते हैं ।,12,s_obl_v,3.4,4,लोग,"['लोग', 'ऐसे']",2,6,RL,6,वैसे,['वैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,410,ये पंजाबन आयी थी ।,5,s_obl_v,1.3333333333333333,1,ये,['ये'],1,2,No Direction,2,पंजाबन,['पंजाबन'],1,6,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,413,मतलब वैसे पंजाबी मतलब बार बार कहते हैं तो मतलब ।,11,obl_sv,3.0,3,पंजाबी,['पंजाबी'],1,6,No Direction,2,वैसे,['वैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,425,ये ही बता रही थी मेरी दौरानी क्योंकि ये मिल के आयी थी ना जब इन की शादी हुई थी तो उस ने खाने वाने पे बुलाया था ।,29,s_obl_v,3.037037037037037,22,उस,['उस ने'],1,4,LR,24,खाने,"['वाने', 'खाने पे']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,433,और ना सासु जी किसी के पास रुकने वाली ।,10,s_obl_v,3.25,3,सासु,"['सासु', 'जी']",2,6,LR,5,किसी,"['किसी के', 'किसी पास']",2,13,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,436,मैं क्यों के वश पे रहूंगी के ऊपर रहूंगी ।,12,s_obl_v,2.7,1,मैं,['मैं'],1,3,No Direction,2,क्यों,['क्यों'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,442,तो हमें कौनसी चाहिए फ़िर ।,6,s_obl_v,1.75,2,हमें,['हमें'],1,4,No Direction,3,कौनसी,['कौनसी'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,452,मेरे पीछे पड़ी रहती है चौबीस घंटे अब सीमा चली गयी ना ।,13,obl_sv,2.0,9,सीमा,['सीमा'],1,4,No Direction,8,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,459,जब भी मैं जाती हूँ तो मैं यही लेक्चर सुनती हूँ ।,12,obl_sv,2.2,3,मैं,['मैं'],1,3,No Direction,1,जब,"['जब', 'भी']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,461,तुम्हारे घर आएगा ही कौन ।,6,obl_vs,1.25,5,कौन,['कौन'],1,3,No Direction,2,घर,"['घर', 'तुम्हारे']",2,10,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,466,और मकान वकान हो गया पूरा अब ।,8,sv_obl,2.0,2,मकान,"['मकान', 'वकान']",2,8,LR,7,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,470,इन की बहने आयी हुई थी यहाँ पे तो ।,10,sv_obl,2.0,3,बहने,"['बहने', 'इन की']",2,8,RL,7,यहाँ,['यहाँ पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,488,तो उस में वो था जैसे ये कम्प्यूटर वालों का होता है ना ।,14,obl_sv,2.6666666666666665,8,कम्प्यूटर,"['कम्प्यूटर वालों', 'कम्प्यूटर का']",2,25,LR,6,जैसे,['जैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,499,खाली वेल्क्रो टेप से जुड़ जाता है वो ।,9,obl_vs,2.0,8,वो,['वो'],1,2,No Direction,3,टेप,"['वेल्क्रो', 'टेप से']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,507,लेकिन उस को मुझे काफ़ी आराम हो गया ।,9,obl_sv,2.7142857142857144,4,मुझे,['मुझे'],1,4,No Direction,2,उस,['उस को'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,509,लेकिन मुझे कुछ चीज़ में बहुत प्रॉब्लम होती है ।,10,s_obl_v,2.75,2,मुझे,['मुझे'],1,4,No Direction,4,चीज़,"['कुछ', 'चीज़ में']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,517,इस तरह का काम भारी पड़ता है जिस में मुझे पकड़ना पड़ता है ।,14,obl_sv,1.9166666666666667,10,मुझे,['मुझे'],1,4,No Direction,8,जिस,['जिस में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,533,हाँ क्योंकि जब मैं आयी थी जब तो आप के ठीक थे ।,13,obl_sv,2.5454545454545454,4,मैं,['मैं'],1,3,No Direction,3,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,534,जब आप कह रहे हो ।,6,obl_sv,1.5,2,आप,['आप'],1,2,No Direction,1,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,537,इसी जनवरी से ही करीब शुरू हुआ ये दर्द ।,10,obl_vs,1.875,9,दर्द,"['दर्द', 'ये']",2,6,RL,2,जनवरी,"['इसी', 'जनवरी से', 'ही']",3,12,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,552,तो उस से कुछ नहीं हुआ ।,7,obl_sv,2.6,4,कुछ,['कुछ'],1,3,No Direction,2,उस,['उस से'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,554,1 बार और दिखाया मैं ने ।,7,obl_vs,1.2,5,मैं,['मैं ने'],1,5,LR,2,बार,"['बार', '1', 'और']",3,6,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,557,फ़िर मैं दुबारा गयी हूँ जब किंशु जाने वाला था उस से पहले दिखाने के लिए ।,17,obl_sv,2.3333333333333335,7,किंशु,['किंशु'],1,5,No Direction,6,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,563,तो अब भी आप को परेशानी होती है ।,9,obl_sv,2.5714285714285716,4,आप,['आप को'],1,4,LR,2,अब,"['अब', 'भी']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,578,टेस्ट ही डिफरेंट आता हैं ना उस से तो ।,10,sv_obl,1.75,1,टेस्ट,"['टेस्ट', 'ही']",2,7,LR,7,उस,"['उस से', 'तो']",2,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,586,या ऐसे और कोई चीज़ खानी होती है तब मुझे काफ़ी दिक्कत होती है ।,15,obl_sv,2.6923076923076925,10,मुझे,['मुझे'],1,4,No Direction,9,तब,"['तब', 'खानी', 'ऐसे', 'चीज़', 'कोई', 'और', 'होती', 'है']",8,23,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,597,लेकिन जब मैं ने बांधा तो मुझे लगा कि नहीं मतलब आराम सा ही हो जाता है ।,18,obl_sv,3.125,3,मैं,['मैं ने'],1,5,LR,2,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,605,बजाये इस के कोई एमरजेंसी जब पड़े तब तुम्हें दिक्कत पड़ेगी कैसे ढूंढो ।,14,s_obl_v,2.1666666666666665,5,एमरजेंसी,['एमरजेंसी कोई'],1,11,RL,6,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,627,तो अभी उस के नताशा के नीडल लगनी थी तो मैं ने लगवा दी थी वहीं पे ।,18,sv_obl,2.5625,11,मैं,['मैं ने'],1,5,LR,16,वहीं,['वहीं पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,628,यहाँ पर नहीं बताये तो हैं नेबर्स ने फ़ोन करना है ।,12,obl_vs,2.0,7,नेबर्स,['नेबर्स ने'],1,8,LR,1,यहाँ,['यहाँ पर'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,646,वही फ़ोन करने है अभी वही टाइम रह जाता है कर के 1 बार ।,15,obl_sv,1.8461538461538463,7,टाइम,"['टाइम', 'वही']",2,7,RL,5,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,658,किंशु तो स्टैनफ़ोर्ड में पढ़ रहा है ना ।,9,s_obl_v,2.0,1,किंशु,"['किंशु', 'तो']",2,7,LR,3,स्टैनफ़ोर्ड,['स्टैनफ़ोर्ड में'],1,14,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,659,वो तो वीकेंड में आ जाता है ।,8,s_obl_v,1.8333333333333333,1,वो,"['वो', 'तो']",2,4,LR,3,वीकेंड,['वीकेंड में'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,680,तो कह रही थी कि अब सब ठीक लग रहा है थोड़ा ।,13,obl_sv,2.4545454545454546,7,सब,['सब'],1,2,No Direction,6,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,690,और तीसरा कहाँ से आया था ।,7,s_obl_v,2.2,2,तीसरा,['तीसरा'],1,5,No Direction,3,कहाँ,['कहाँ से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,719,हाँ अब आप चले जाएँगे तो ।,7,obl_sv,1.8,3,आप,['आप'],1,2,No Direction,2,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6523_gold.conllu,723,दूर से तो वो ही हुआ करेगा ।,8,obl_sv,2.0,4,वो,"['वो', 'ही']",2,4,LR,1,दूर,"['दूर से', 'तो']",2,7,LR
