File,Sent_ID,Sentence,Length,Category,dep_Length,Dependency Length 
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,972,बिकॉज़ मैं ने उस की 2 3 पोस्टिंग पढ़ी रेड डॉट स्पोर्ट डॉट क्रिकेट पे ।,16,nmod,2,2.857142857142857
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,985,वो जैन गुप्ता वगैरह ऐसे नाम रहते हैं [incomprehensible] ।,10,nmod,4,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1015,उस के सारे पीजे ऐसे ही रहते हैं ।,9,nmod,2,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1050,और तुम्हारा सीएस नेट पे काफ़ी ऐक्टिविटी चल रही है क्या लाइफ़ में ।,14,nmod,1,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1050,और तुम्हारा सीएस नेट पे काफ़ी ऐक्टिविटी चल रही है क्या लाइफ़ में ।,14,nmod,1,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1065,अपने यहाँ तो वो भी नहीं होता है ।,9,nmod,1,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1151,मतलब क्लास रीयूनियन्स नहीं होती क्या ।,7,nmod,1,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1178,बॉस की बहन की शादी नहीं हो रही थी ।,10,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1178,बॉस की बहन की शादी नहीं हो रही थी ।,10,nmod,4,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1182,बॉस का काफ़ी मतलब राइट हैंड मैन वगैरह हो गया वो टाइप्स ।,13,nmod,2,2.272727272727273
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1219,ऐटीन्थ की फ़्लाइट बुक कर रखी है उस ने ।,10,nmod,2,1.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1230,मेरा भाई भी भूखा मर रहा है यानि की ।,10,nmod,1,1.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1233,तेरा भाई वहाँ क्या कर रहा है ।,8,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1234,कुछ तो बीटीपी का काम कर रहा था ।,9,nmod,2,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2142_gold.conllu,1237,ओ तेरे भाई ने फ़ाइनली डिसाइड किया ना ऐप नहीं मार रहा है ।,14,nmod,1,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,27,उस का मेरा फ़ॉर्मैट गुम हो गया यार ।,9,nmod,2,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,27,उस का मेरा फ़ॉर्मैट गुम हो गया यार ।,9,nmod,1,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,32,उस का ईमेल का है कॉलफ्रेंडऐट ।,7,nmod,2,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,81,तो आज अगर अभी भेज देगा ना तो कल मॉर्निंग में वो पढ़ के फ़िर तेरे को 1 पिन भेज देगा शाम तक ।,24,nmod,1,3.8181818181818183
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,84,तो कल रात को कर सकता है ।,8,nmod,1,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,173,कल सुबह जा के वो हार्डवेयर का डायग्राम बना देना है ।,12,nmod,1,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,173,कल सुबह जा के वो हार्डवेयर का डायग्राम बना देना है ।,12,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,177,और रिपोर्ट के 1 2 पेज टाइप कर देना है ।,11,nmod,2,2.2222222222222223
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,223,नहीं अगर तू बॉस्टन नहीं आया तो मैं वहाँ आने की कोशिश करूँगा ।,14,nmod,3,3.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,262,ये आइस का जो पुतले बनाते हैं ना क्रिसमस में ।,11,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,282,जो वो एक्सपेरिमेंट है ना वो बहुत डेलिकेट है ।,11,nmod,1,1.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,288,तो हमारे लैब 1 बहुत बड़ा क्लॉसेट है ।,9,nmod,1,2.4285714285714284
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,291,तो मेरा पूरा एक्सपेरिमेंट का सेटअप वो क्लॉसेट में उठा के रख दिया ।,14,nmod,1,2.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,291,तो मेरा पूरा एक्सपेरिमेंट का सेटअप वो क्लॉसेट में उठा के रख दिया ।,14,nmod,4,2.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,311,तो मैं क्लॉसेट का दरवाजा खोल के निकलता हूँ ।,10,nmod,2,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,312,मेरे सर में टोपी है ।,6,nmod,1,1.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,327,तो बाद में ये हारवर्ड का प्रोफ़ सब को कहता है देखो इस का लैंप नहीं है ।,18,nmod,2,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,348,मैं ने सुना है कि अ_उन के ये अच्छा नहीं है यार एक्चुअली ।,14,nmod,2,3.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,366,नहीं यार नायर का लेटर तो नहीं आया है ।,10,nmod,2,2.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,394,कहता है बट जितना जल्दी करो उतना अच्छा है लाइक उस का कुछ स्टकअप हो गया है ।,18,nmod,2,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,398,उस के लैब में क्या है कि वो प्रॉजेक्ट चल रहा है ना ।,14,nmod,2,1.9166666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,402,तो उस का कंट्रोल बनाने का ।,7,nmod,2,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,424,ओह यार वो सब कुछ हम जो किए थे स्कूल वगैरह में आर्बिट है ।,16,acl:relcl,7,2.7142857142857144
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,467,वहाँ लगता है तो सोच यहाँ हमारी क्या हालत होती है ।,12,nmod,1,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,472,तेरा पुलिस एस्कॉर्ट तो होगा ना कैंपस में ।,9,nmod,1,1.4285714285714286
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,480,या तो मैं अपने फ़्रेंड के घर में जा के रह जाऊँ ।,14,nmod,1,2.8333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,480,या तो मैं अपने फ़्रेंड के घर में जा के रह जाऊँ ।,14,nmod,4,2.8333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,488,साला थर्सडे नाईट 2 ओक्लॉक से वो एस्कॉर्ट बंद है ।,11,nmod,2,2.2222222222222223
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,493,और मेरा होमपेज देखा ।,5,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,502,उस में ऐश्वर्या राए के पिक्चर के जगह इंडियन फ़्लैग आ गया है ।,14,nmod,3,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,512,फिर कुछ दिनों बाद 1 फ़्रेंड का ईमेल आया ।,10,nmod,3,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,513,कहता है मैं ने ऐश्वर्या राए को देखना चाहा तो उस में भारत का झंडा लगा ।,17,nmod,2,3.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,555,तुम्हारा पिआईएन ये ये ये है ।,7,nmod,1,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,593,फ़िर जा के सब टैली किया तो तेरा चेक कैश नहीं हुआ ।,13,nmod,1,2.3636363636363638
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,614,मुझ से ज्यादा ही मिल रहा है तेरे को ।,10,nmod,2,1.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,615,तो क्या यार मेरा ज्यादा खर्चा भी होता है ।,10,nmod,1,1.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,639,घर के भाड़े और 100 करीब ग्रोसरी जाता है ।,11,nmod,1,2.4444444444444446
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,639,घर के भाड़े और 100 करीब ग्रोसरी जाता है ।,11,nmod,2,2.4444444444444446
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,671,तुझे मेरे जितना ही मिल रहा है तो तू क्यों रो रहा है ।,14,nmod,1,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,679,सेमेस्टर के बिगनिंग में दिया था ना ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,733,तेरे को वो जीआरई के टाइहै ना 1 बंदे ने मेरे को फ़ोबिआ का लिस्ट दिया था ।,19,nmod,2,2.588235294117647
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,805,और नायर का फ़ॉर्म आ गया बीयू में ।,9,nmod,2,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,811,अब तक तो उस को मालूम था मैं ट्वेंटी फ़र्स्ट रात को जा रहा हूँ ना ।,17,nmod,2,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,830,मुझे स्टेशन पे याद आया अरे मेरे सिर पे टोपी नहीं है ।,13,nmod,1,2.272727272727273
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,831,और मेरे सर से गिरती नहीं है कभी ।,9,nmod,1,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,837,आंटी का बढ़िया डिनर मिस होता है अभी ।,9,nmod,2,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,852,अगले का अगले हफ़्ते जब मैं जा रहा हूँ ना उस का टेंशन अभी तक नहीं है ।,18,nmod,12,1.9375
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,886,वो अफ़ग़ानिस्तान के ऊपर प्लेन आएगा ना फ़िर कहेगा बॉस आप के पैसे ख़तम हो गए ।,17,nmod,2,2.1333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,911,[incomprehensible] 1000 के नीचे होना चाहिए ।,7,nmod,2,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,923,किस का 1 वे ऑफ़र ।,6,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,938,क्योंकि मेरे पॉकेट से कुछ देना पड़ रहा था ।,10,nmod,1,2.125
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,954,तो मैं तेरे वहाँ आ रहा हूँ ना मार्च में ।,11,nmod,1,2.2222222222222223
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,958,तो मेरा गैंबलिंग तू फाइनेंस करेगा ।,7,nmod,1,2.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,964,ह्म मेरे को लड़की के घर जाना है ।,10,nmod,3,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,979,मेरा नाम जयेश है ।,5,nmod,1,1.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1062,तेरा एनजेडी का रैंकिंग कितना है अभी ।,8,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1062,तेरा एनजेडी का रैंकिंग कितना है अभी ।,8,nmod,2,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1079,वो सुना है यहाँ पर 1 बंदे ने एम्आईटी के नो पार्किंग में पार्क किया ।,16,nmod,2,3.357142857142857
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1084,उस में लिखा है कि तुम्हारा गाड़ी इस बिल्डिंग के सातवें माले पे रूम नम्बर ।,16,nmod,1,3.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1084,उस में लिखा है कि तुम्हारा गाड़ी इस बिल्डिंग के सातवें माले पे रूम नम्बर ।,16,nmod,3,3.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2148_gold.conllu,1091,ये बेचारा अपना निसान लेक्सस [incomprehensible] दौड़ते दौड़ते जाता है यार ।,12,nmod,1,2.1
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,12,किताब का नाम क्या था ।,6,nmod,2,1.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,51,बट अभी याद नहीं बाकी का क्या कराया था उस ने ठीक से ।,14,nmod,2,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,52,और उस का टाइटल वाइटल भी कुछ पता है ।,10,nmod,2,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,81,और त्यागी जी की कौन सी किताब होती थी ।,10,nmod,3,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,82,उस का नाम क्या है ।,6,nmod,2,1.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,84,अबे किताब का नाम अब कौन बता सकता है यार ।,11,nmod,2,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,88,नहीं मैं सेमीकंडक्टर का भी कुछ लिखने का सोच रहा हूँ ।,12,nmod,3,2.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,127,बत्ती 200 की कोई 1 किताब भी पता है क्या ।,11,nmod,3,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,166,अबे हमारी हिंदी किसी को समझ में तो आएगी नहीं यार ।,12,nmod,1,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,176,त्यागी जी की किताब का नाम हो गया सेमीकंडक्टर डिवाइसिज़ ।,11,nmod,3,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,176,त्यागी जी की किताब का नाम हो गया सेमीकंडक्टर डिवाइसिज़ ।,11,nmod,5,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,186,यार 1 ब्लू कलर की किताब होती थी उस में मतलब ।,12,nmod,3,2.3
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,192,हाँ वो 40 रुपए की किताब हुआ करती थी यार ।,11,nmod,3,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,214,आह वो तो वो थी ना अपनी वो [incomprehensible] बेसिक ।,11,nmod,1,1.8888888888888888
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,215,उस की अपनी किताब थी शायद ना ये ।,9,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,219,पहला मशीन के कोर्स में क्या हुआ था ।,9,nmod,3,1.4285714285714286
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,237,बट उस का किताब का वो क्या था [incomprehensible] ।,10,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,237,बट उस का किताब का वो क्या था [incomprehensible] ।,10,nmod,4,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,258,किताब का नाम भी तो बताओ ।,7,nmod,2,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,275,ऑथर का नाम पता है तो फ़िर तो चेक कर ही सकते हो ।,14,nmod,2,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,280,ये आरएनबी के कोर्स में भी उस ने सब 10 किताबों से पढ़ाया था साले ने ।,17,nmod,3,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,395,और वो बताओ शायद इंसट्रक्टर के नाम बता दो ।,10,nmod,2,2.125
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,400,वो तो बीटेक की डिग्री में लिखे रहते हैं यार ।,11,nmod,2,2.111111111111111
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,411,अबे अपनी ट्रांसक्रिप्त अपने जेब में ले के घूमता हूँ पता है ।,13,nmod,1,2.3636363636363638
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,411,अबे अपनी ट्रांसक्रिप्त अपने जेब में ले के घूमता हूँ पता है ।,13,nmod,1,2.3636363636363638
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,418,330 कोर्स का नाम बोलो अच्छा ।,7,nmod,3,1.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,419,अरे यार कोर्स का नाम मेरे ट्रांसक्रिप्ट में लिखा होगा ।,11,nmod,2,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,419,अरे यार कोर्स का नाम मेरे ट्रांसक्रिप्ट में लिखा होगा ।,11,nmod,1,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,433,फ़िट्सजेराल्ड का इलेक्ट्रीकल मशीन वशीन कुछ होगा ।,8,nmod,2,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,438,अबे यार कोर्स की लिस्ट भर ले ना बकचोदी हो जाएगी ।,12,nmod,2,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,451,अब ये इंसट्रक्टर का नाम नहीं याद आ रहा ।,10,nmod,3,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,455,उस ने सारे सब अपने नोट्स ही पढ़ाए थे यार ।,11,nmod,1,2.2222222222222223
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,504,माइक्रोप्रोसेसर वाला बेसिक वाला जो था ना ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,506,उस की तो गाउंकर शाउंकर से पढ़ाया था उस ने ।,11,nmod,3,1.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,519,उस की स्पेलिंग नहीं पुछ रहे हैं ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,525,और घर जाने की तैयारी हो गई ।,8,nmod,3,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,586,अरे अपने यहाँ 1 ही तो बंगाली प्रोफ़ थी यार ।,11,nmod,1,2.6666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,589,यार वो [incomprehensible] घीसू की क्लास में हम लोग के साथ जो लड़की पढ़ती थी उस का क्या नाम था ।,21,nmod,4,2.526315789473684
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,591,उस का नाम नहीं पूछना यार ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,593,उस का नाम सुषमा था ना ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,594,उस का नाम सुषमा था शायद हाँ ।,8,nmod,2,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,637,[anonymized] का दूसरा कोर्स भी फ़िर पेपर्स से ही हुआ होगा ।,12,nmod,2,2.3
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,642,अपने मैथ्स 1 में क्या पढ़ाया था ।,8,nmod,1,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,667,तुम्हारा तो ए आता था ।,6,nmod,2,1.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,675,उस का नाम याद है तुम को ।,8,nmod,2,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,691,किताब का नाम बताओ ।,5,nmod,2,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,737,मेरियम की स्पैलिंग बता दो चलो अच्छा ।,8,nmod,2,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,747,ह्म ह्म पार्ट 1 के एंड में थर्मो है ।,10,nmod,3,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,758,उस का नाम तो वो था यार [incomprehensible] [anonymized] ।,10,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,785,उस की 1 किताब हुआ करती थी हरी सी मोटी सी किताब ।,13,nmod,2,2.1818181818181817
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,789,वही वाली की बात कर रहे हैं हम ।,9,nmod,3,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,799,साला आईआईटी की कोर्स लिस्ट सब को पता होगी यार ।,11,nmod,2,2.5555555555555554
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,827,अरे तुम किताब का नाम बता दो यार ।,9,nmod,2,2.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,861,केंडल की स्पेलिंग याद है ।,6,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,948,तो [anonymized] का पहले कोर्स में कौनसी किताब थी ।,10,nmod,2,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,951,तुम ने मेरे से अलग अलग टाइम पे किए थे क्या ।,12,nmod,2,2.3
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,954,बीच वाला कोर्स तुम ने कब लिया था ।,9,nmod,2,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,956,[anonymized] वाला कोर्स जो वो था ना डेव ।,9,nmod,2,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,969,हम ने तो [anonymized] की किताब पढ़ी थी ।,9,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,977,जिस की 1 कॉपी होती थी लाइब्रेरी में 1 बार ।,11,nmod,2,1.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,986,और मैक्रोइकोनॉमिक्स में हम ने कभी कोई किताब की शक्ल भी नहीं देखी थी ।,15,nmod,3,3.923076923076923
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_2156_gold.conllu,1051,अभी उस की आईटी की 93 को मेल आई थी ना ।,12,nmod,2,2.2
