"X","lang","dtype","sent_id","length","max_arity","avg_arity","projD","gapD","illnest","edgex","dir","dd","proj","edgeD","endPoint","HDD","HD"
1184927,"/hi","random",6955,11,3,0.916666666666667,5,1,0,"(9, 3)","RL",6,1,0,0,0,3
1184928,"/hi","random",6955,11,3,0.916666666666667,5,1,0,"(9, 8)","RL",1,1,0,0,0,1
1184929,"/hi","random",6955,11,3,0.916666666666667,5,1,0,"(10, 1)","RL",9,0,1,1,1,5
1184930,"/hi","random",6955,11,3,0.916666666666667,5,1,0,"(11, 9)","RL",2,1,0,0,0,2
1184931,"/hi","random",6955,11,3,0.916666666666667,5,1,0,"(11, 10)","RL",1,1,0,0,0,1
1184932,"/hi","random",6959,9,2,0.9,7,1,0,"(2, 3)","LR",1,1,0,0,0,1
1184933,"/hi","random",6959,9,2,0.9,7,1,0,"(3, 5)","LR",2,1,0,0,0,1
1184934,"/hi","random",6959,9,2,0.9,7,1,0,"(5, 4)","RL",1,1,0,0,0,1
1184935,"/hi","random",6959,9,2,0.9,7,1,0,"(5, 9)","LR",4,1,0,0,0,3
1184936,"/hi","random",6959,9,2,0.9,7,1,0,"(6, 1)","RL",5,0,1,1,6,4
1184937,"/hi","random",6959,9,2,0.9,7,1,0,"(6, 7)","LR",1,1,0,0,0,1
1184938,"/hi","random",6959,9,2,0.9,7,1,0,"(8, 6)","RL",2,1,0,0,0,1
1184939,"/hi","random",6959,9,2,0.9,7,1,0,"(9, 8)","RL",1,1,0,0,0,1
1184940,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(1, 3)","LR",2,1,0,0,0,1
1184941,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(3, 2)","RL",1,1,0,0,0,1
1184942,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(3, 4)","LR",1,1,0,0,0,1
1184943,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(3, 11)","LR",8,0,1,1,3,6
1184944,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(4, 5)","LR",1,1,0,0,0,1
1184945,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(6, 1)","RL",5,1,0,0,0,3
1184946,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(7, 10)","LR",3,1,0,0,0,2
1184947,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(8, 9)","LR",1,1,0,0,0,1
1184948,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(10, 8)","RL",2,1,0,0,0,1
1184949,"/hi","random",6961,11,3,0.916666666666667,8,1,0,"(11, 7)","RL",4,1,0,0,0,3
1184950,"/hi","random",6969,4,2,0.8,3,0,0,"(2, 1)","RL",1,1,0,0,0,1
1184951,"/hi","random",6969,4,2,0.8,3,0,0,"(2, 3)","LR",1,1,0,0,0,1
1184952,"/hi","random",6969,4,2,0.8,3,0,0,"(3, 4)","LR",1,1,0,0,0,1
1184953,"/hi","random",6970,7,2,0.875,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1184954,"/hi","random",6970,7,2,0.875,5,0,0,"(3, 1)","RL",2,1,0,0,0,1
1184955,"/hi","random",6970,7,2,0.875,5,0,0,"(3, 7)","LR",4,1,0,0,0,3
1184956,"/hi","random",6970,7,2,0.875,5,0,0,"(5, 4)","RL",1,1,0,0,0,1
1184957,"/hi","random",6970,7,2,0.875,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1184958,"/hi","random",6970,7,2,0.875,5,0,0,"(7, 6)","RL",1,1,0,0,0,1
1184959,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(2, 1)","RL",1,1,0,0,0,1
1184960,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1184961,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(3, 7)","LR",4,1,0,0,0,2
1184962,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1184963,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(7, 6)","RL",1,1,0,0,0,1
1184964,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(8, 2)","RL",6,1,0,0,0,4
1184965,"/hi","random",6971,8,2,0.888888888888889,5,0,0,"(8, 3)","RL",5,1,0,0,0,3
1184966,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(1, 2)","LR",1,1,0,0,0,1
1184967,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(1, 3)","LR",2,1,0,0,0,1
1184968,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(1, 10)","LR",9,1,0,0,0,5
1184969,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(3, 4)","LR",1,1,0,0,0,1
1184970,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(3, 5)","LR",2,1,0,0,0,1
1184971,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(6, 7)","LR",1,1,0,0,0,1
1184972,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(7, 8)","LR",1,1,0,0,0,1
1184973,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(8, 9)","LR",1,1,0,0,0,1
1184974,"/hi","random",6979,10,3,0.909090909090909,6,0,0,"(10, 6)","RL",4,1,0,0,0,3
1184975,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(1, 5)","LR",4,1,0,0,0,3
1184976,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(2, 4)","LR",2,1,0,0,0,1
1184977,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(4, 3)","RL",1,1,0,0,0,1
1184978,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(5, 2)","RL",3,1,0,0,0,2
1184979,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(5, 8)","LR",3,1,0,0,0,3
1184980,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(6, 7)","LR",1,1,0,0,0,1
1184981,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(7, 10)","LR",3,0,2,2,3,3
1184982,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(8, 6)","RL",2,1,0,0,0,2
1184983,"/hi","random",6987,10,2,0.909090909090909,7,1,0,"(9, 1)","RL",8,1,0,0,0,7
1184984,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(1, 2)","LR",1,1,0,0,0,1
1184985,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(1, 3)","LR",2,1,0,0,0,1
1184986,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(3, 4)","LR",1,1,0,0,0,1
1184987,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(3, 5)","LR",2,1,0,0,0,2
1184988,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(3, 8)","LR",5,1,0,0,0,2
1184989,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(4, 6)","LR",2,0,1,1,1,1
1184990,"/hi","random",6988,8,3,0.888888888888889,4,1,0,"(8, 7)","RL",1,1,0,0,0,1
1184991,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(2, 1)","RL",1,1,0,0,0,1
1184992,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(3, 4)","LR",1,1,0,0,0,1
1184993,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(4, 8)","LR",4,1,0,0,0,3
1184994,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(5, 6)","LR",1,1,0,0,0,1
1184995,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(7, 2)","RL",5,0,1,1,4,4
1184996,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(7, 5)","RL",2,1,0,0,0,1
1184997,"/hi","random",6997,8,2,0.888888888888889,6,1,0,"(8, 7)","RL",1,1,0,0,0,1
1184998,"/hi","random",7008,6,2,0.857142857142857,5,1,0,"(2, 1)","RL",1,1,0,0,0,1
1184999,"/hi","random",7008,6,2,0.857142857142857,5,1,0,"(2, 3)","LR",1,1,0,0,0,1
1185000,"/hi","random",7008,6,2,0.857142857142857,5,1,0,"(3, 6)","LR",3,0,1,1,4,3
1185001,"/hi","random",7008,6,2,0.857142857142857,5,1,0,"(4, 2)","RL",2,1,0,0,0,2
1185002,"/hi","random",7008,6,2,0.857142857142857,5,1,0,"(5, 4)","RL",1,1,0,0,0,1
1185003,"/hi","random",7010,9,3,0.9,6,1,1,"(2, 8)","LR",6,1,0,0,0,3
1185004,"/hi","random",7010,9,3,0.9,6,1,1,"(3, 4)","LR",1,1,0,0,0,1
1185005,"/hi","random",7010,9,3,0.9,6,1,1,"(4, 6)","LR",2,0,1,1,2,1
1185006,"/hi","random",7010,9,3,0.9,6,1,1,"(8, 3)","RL",5,1,0,0,0,2
1185007,"/hi","random",7010,9,3,0.9,6,1,1,"(8, 5)","RL",3,0,1,1,2,1
1185008,"/hi","random",7010,9,3,0.9,6,1,1,"(8, 7)","RL",1,1,0,0,0,1
1185009,"/hi","random",7010,9,3,0.9,6,1,1,"(9, 1)","RL",8,1,0,0,0,5
1185010,"/hi","random",7010,9,3,0.9,6,1,1,"(9, 2)","RL",7,1,0,0,0,4
1185011,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(1, 6)","LR",5,0,1,1,2,3
1185012,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(2, 1)","RL",1,1,0,0,0,1
1185013,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(3, 4)","LR",1,1,0,0,0,1
1185014,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(3, 5)","LR",2,1,0,0,0,1
1185015,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(6, 3)","RL",3,1,0,0,0,1
1185016,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(6, 7)","LR",1,1,0,0,0,1
1185017,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(6, 11)","LR",5,1,0,0,0,3
1185018,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(7, 8)","LR",1,1,0,0,0,1
1185019,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(9, 10)","LR",1,1,0,0,0,1
1185020,"/hi","random",7011,11,3,0.916666666666667,6,1,0,"(11, 9)","RL",2,1,0,0,0,1
1185021,"/hi","random",7030,9,2,0.9,6,2,0,"(1, 7)","LR",6,0,2,2,2,4
1185022,"/hi","random",7030,9,2,0.9,6,2,0,"(2, 1)","RL",1,1,0,0,0,1
1185023,"/hi","random",7030,9,2,0.9,6,2,0,"(3, 2)","RL",1,1,0,0,0,1
1185024,"/hi","random",7030,9,2,0.9,6,2,0,"(3, 5)","LR",2,1,0,0,0,1
1185025,"/hi","random",7030,9,2,0.9,6,2,0,"(5, 4)","RL",1,1,0,0,0,1
1185026,"/hi","random",7030,9,2,0.9,6,2,0,"(7, 8)","LR",1,1,0,0,0,1
1185027,"/hi","random",7030,9,2,0.9,6,2,0,"(7, 9)","LR",2,1,0,0,0,2
1185028,"/hi","random",7030,9,2,0.9,6,2,0,"(8, 6)","RL",2,0,1,1,2,2
1185029,"/hi","random",7036,7,2,0.875,5,2,1,"(1, 6)","LR",5,0,1,1,1,3
1185030,"/hi","random",7036,7,2,0.875,5,2,1,"(1, 7)","LR",6,1,0,0,0,3
1185031,"/hi","random",7036,7,2,0.875,5,2,1,"(3, 4)","LR",1,1,0,0,0,1
1185032,"/hi","random",7036,7,2,0.875,5,2,1,"(3, 5)","LR",2,1,0,0,0,2
1185033,"/hi","random",7036,7,2,0.875,5,2,1,"(4, 2)","RL",2,0,1,1,2,2
1185034,"/hi","random",7036,7,2,0.875,5,2,1,"(7, 3)","RL",4,0,1,1,1,2
1185035,"/hi","random",7041,7,4,0.875,4,0,0,"(4, 5)","LR",1,1,0,0,0,1
1185036,"/hi","random",7041,7,4,0.875,4,0,0,"(5, 6)","LR",1,1,0,0,0,1
1185037,"/hi","random",7041,7,4,0.875,4,0,0,"(7, 1)","RL",6,1,0,0,0,3
1185038,"/hi","random",7041,7,4,0.875,4,0,0,"(7, 2)","RL",5,1,0,0,0,3
1185039,"/hi","random",7041,7,4,0.875,4,0,0,"(7, 3)","RL",4,1,0,0,0,3
1185040,"/hi","random",7041,7,4,0.875,4,0,0,"(7, 4)","RL",3,1,0,0,0,2
1185041,"/hi","random",7047,7,2,0.875,6,2,0,"(1, 2)","LR",1,1,0,0,0,1
1185042,"/hi","random",7047,7,2,0.875,6,2,0,"(1, 4)","LR",3,1,0,0,0,2
1185043,"/hi","random",7047,7,2,0.875,6,2,0,"(3, 6)","LR",3,0,2,2,2,2
1185044,"/hi","random",7047,7,2,0.875,6,2,0,"(4, 3)","RL",1,1,0,0,0,1
1185045,"/hi","random",7047,7,2,0.875,6,2,0,"(6, 7)","LR",1,1,0,0,0,1
1185046,"/hi","random",7047,7,2,0.875,6,2,0,"(7, 5)","RL",2,0,1,1,2,2
1185047,"/hi","random",7048,7,3,0.875,4,1,0,"(1, 2)","LR",1,1,0,0,0,1
1185048,"/hi","random",7048,7,3,0.875,4,1,0,"(4, 7)","LR",3,0,1,1,3,3
1185049,"/hi","random",7048,7,3,0.875,4,1,0,"(5, 4)","RL",1,1,0,0,0,1
1185050,"/hi","random",7048,7,3,0.875,4,1,0,"(6, 1)","RL",5,1,0,0,0,3
1185051,"/hi","random",7048,7,3,0.875,4,1,0,"(6, 3)","RL",3,1,0,0,0,3
1185052,"/hi","random",7048,7,3,0.875,4,1,0,"(6, 5)","RL",1,1,0,0,0,1
1185053,"/hi","random",7049,7,3,0.875,4,2,0,"(1, 7)","LR",6,0,1,1,3,3
1185054,"/hi","random",7049,7,3,0.875,4,2,0,"(3, 2)","RL",1,1,0,0,0,1
1185055,"/hi","random",7049,7,3,0.875,4,2,0,"(3, 5)","LR",2,1,0,0,0,1
1185056,"/hi","random",7049,7,3,0.875,4,2,0,"(5, 1)","RL",4,0,1,1,2,2
1185057,"/hi","random",7049,7,3,0.875,4,2,0,"(5, 4)","RL",1,1,0,0,0,1
1185058,"/hi","random",7049,7,3,0.875,4,2,0,"(5, 6)","LR",1,1,0,0,0,1
1185059,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(1, 2)","LR",1,1,0,0,0,1
1185060,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(2, 3)","LR",1,1,0,0,0,1
1185061,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(3, 9)","LR",6,0,1,1,6,5
1185062,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(4, 1)","RL",3,1,0,0,0,3
1185063,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(5, 4)","RL",1,1,0,0,0,1
1185064,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(6, 5)","RL",1,1,0,0,0,1
1185065,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(6, 10)","LR",4,0,1,1,5,3
1185066,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(7, 8)","LR",1,1,0,0,0,1
1185067,"/hi","random",7050,10,2,0.909090909090909,9,1,1,"(9, 7)","RL",2,1,0,0,0,1
1185068,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(1, 3)","LR",2,1,0,0,0,1
1185069,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(1, 11)","LR",10,1,0,0,0,6
1185070,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(3, 2)","RL",1,1,0,0,0,1
1185071,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(4, 5)","LR",1,1,0,0,0,1
1185072,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(4, 6)","LR",2,1,0,0,0,1
1185073,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(6, 7)","LR",1,1,0,0,0,1
1185074,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(8, 4)","RL",4,1,0,0,0,2
1185075,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(10, 9)","RL",1,1,0,0,0,1
1185076,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(11, 8)","RL",3,1,0,0,0,2
1185077,"/hi","random",7056,11,2,0.916666666666667,6,0,0,"(11, 10)","RL",1,1,0,0,0,1
1185078,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185079,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(1, 8)","LR",7,1,0,0,0,4
1185080,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1185081,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(5, 6)","LR",1,1,0,0,0,1
1185082,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(6, 7)","LR",1,1,0,0,0,1
1185083,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(8, 3)","RL",5,1,0,0,0,3
1185084,"/hi","random",7060,8,2,0.888888888888889,5,0,0,"(8, 5)","RL",3,1,0,0,0,2
1185085,"/hi","random",7068,9,2,0.9,5,1,0,"(2, 1)","RL",1,1,0,0,0,1
1185086,"/hi","random",7068,9,2,0.9,5,1,0,"(2, 9)","LR",7,0,1,1,3,4
1185087,"/hi","random",7068,9,2,0.9,5,1,0,"(3, 2)","RL",1,1,0,0,0,1
1185088,"/hi","random",7068,9,2,0.9,5,1,0,"(3, 5)","LR",2,1,0,0,0,1
1185089,"/hi","random",7068,9,2,0.9,5,1,0,"(5, 4)","RL",1,1,0,0,0,1
1185090,"/hi","random",7068,9,2,0.9,5,1,0,"(6, 3)","RL",3,1,0,0,0,2
1185091,"/hi","random",7068,9,2,0.9,5,1,0,"(9, 7)","RL",2,1,0,0,0,1
1185092,"/hi","random",7068,9,2,0.9,5,1,0,"(9, 8)","RL",1,1,0,0,0,1
1185093,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185094,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(1, 3)","LR",2,1,0,0,0,1
1185095,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(1, 5)","LR",4,1,0,0,0,2
1185096,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(1, 10)","LR",9,1,0,0,0,4
1185097,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(3, 4)","LR",1,1,0,0,0,1
1185098,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(5, 6)","LR",1,1,0,0,0,1
1185099,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(6, 7)","LR",1,1,0,0,0,1
1185100,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(6, 8)","LR",2,1,0,0,0,1
1185101,"/hi","random",7075,10,4,0.909090909090909,4,0,0,"(10, 9)","RL",1,1,0,0,0,1
1185102,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(1, 4)","LR",3,1,0,0,0,1
1185103,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(1, 5)","LR",4,1,0,0,0,2
1185104,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(4, 2)","RL",2,1,0,0,0,1
1185105,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(4, 3)","RL",1,1,0,0,0,1
1185106,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(4, 8)","LR",4,0,1,1,1,3
1185107,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(5, 7)","LR",2,1,0,0,0,1
1185108,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(7, 6)","RL",1,1,0,0,0,1
1185109,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(8, 10)","LR",2,1,0,0,0,1
1185110,"/hi","random",7078,10,3,0.909090909090909,5,1,0,"(10, 9)","RL",1,1,0,0,0,1
1185111,"/hi","random",7091,9,3,0.9,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185112,"/hi","random",7091,9,3,0.9,5,0,0,"(1, 6)","LR",5,1,0,0,0,3
1185113,"/hi","random",7091,9,3,0.9,5,0,0,"(1, 7)","LR",6,1,0,0,0,4
1185114,"/hi","random",7091,9,3,0.9,5,0,0,"(4, 3)","RL",1,1,0,0,0,1
1185115,"/hi","random",7091,9,3,0.9,5,0,0,"(5, 4)","RL",1,1,0,0,0,1
1185116,"/hi","random",7091,9,3,0.9,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1185117,"/hi","random",7091,9,3,0.9,5,0,0,"(7, 8)","LR",1,1,0,0,0,1
1185118,"/hi","random",7091,9,3,0.9,5,0,0,"(8, 9)","LR",1,1,0,0,0,1
1185119,"/hi","random",7092,9,2,0.9,6,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185120,"/hi","random",7092,9,2,0.9,6,0,0,"(1, 8)","LR",7,1,0,0,0,4
1185121,"/hi","random",7092,9,2,0.9,6,0,0,"(2, 3)","LR",1,1,0,0,0,1
1185122,"/hi","random",7092,9,2,0.9,6,0,0,"(2, 4)","LR",2,1,0,0,0,1
1185123,"/hi","random",7092,9,2,0.9,6,0,0,"(6, 5)","RL",1,1,0,0,0,1
1185124,"/hi","random",7092,9,2,0.9,6,0,0,"(7, 6)","RL",1,1,0,0,0,1
1185125,"/hi","random",7092,9,2,0.9,6,0,0,"(8, 7)","RL",1,1,0,0,0,1
1185126,"/hi","random",7092,9,2,0.9,6,0,0,"(9, 1)","RL",8,1,0,0,0,5
1185127,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(2, 3)","LR",1,1,0,0,0,1
1185128,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(3, 8)","LR",5,1,0,0,0,4
1185129,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(4, 5)","LR",1,1,0,0,0,1
1185130,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(6, 4)","RL",2,1,0,0,0,1
1185131,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(7, 6)","RL",1,1,0,0,0,1
1185132,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(8, 7)","RL",1,1,0,0,0,1
1185133,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(9, 1)","RL",8,1,0,0,0,7
1185134,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(9, 2)","RL",7,1,0,0,0,6
1185135,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(9, 10)","LR",1,1,0,0,0,1
1185136,"/hi","random",7095,11,3,0.916666666666667,9,0,0,"(11, 9)","RL",2,1,0,0,0,1
1185137,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(1, 2)","LR",1,1,0,0,0,1
1185138,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(2, 9)","LR",7,1,0,0,0,5
1185139,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(5, 4)","RL",1,1,0,0,0,1
1185140,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(6, 11)","LR",5,0,1,1,4,4
1185141,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(7, 6)","RL",1,1,0,0,0,1
1185142,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(8, 7)","RL",1,1,0,0,0,1
1185143,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(9, 3)","RL",6,1,0,0,0,5
1185144,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(9, 5)","RL",4,1,0,0,0,4
1185145,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(9, 8)","RL",1,1,0,0,0,1
1185146,"/hi","random",7097,11,3,0.916666666666667,8,1,0,"(11, 10)","RL",1,1,0,0,0,1
1185147,"/hi","random",7098,4,2,0.8,3,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185148,"/hi","random",7098,4,2,0.8,3,0,0,"(1, 4)","LR",3,1,0,0,0,1
1185149,"/hi","random",7098,4,2,0.8,3,0,0,"(4, 3)","RL",1,1,0,0,0,1
1185150,"/hi","random",7103,5,2,0.833333333333333,4,0,0,"(2, 4)","LR",2,1,0,0,0,1
1185151,"/hi","random",7103,5,2,0.833333333333333,4,0,0,"(4, 3)","RL",1,1,0,0,0,1
1185152,"/hi","random",7103,5,2,0.833333333333333,4,0,0,"(5, 1)","RL",4,1,0,0,0,3
1185153,"/hi","random",7103,5,2,0.833333333333333,4,0,0,"(5, 2)","RL",3,1,0,0,0,2
1185154,"/hi","random",7104,6,2,0.857142857142857,4,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185155,"/hi","random",7104,6,2,0.857142857142857,4,0,0,"(3, 1)","RL",2,1,0,0,0,1
1185156,"/hi","random",7104,6,2,0.857142857142857,4,0,0,"(3, 4)","LR",1,1,0,0,0,1
1185157,"/hi","random",7104,6,2,0.857142857142857,4,0,0,"(4, 6)","LR",2,1,0,0,0,1
1185158,"/hi","random",7104,6,2,0.857142857142857,4,0,0,"(6, 5)","RL",1,1,0,0,0,1
1185159,"/hi","random",7113,7,2,0.875,6,1,0,"(2, 1)","RL",1,1,0,0,0,1
1185160,"/hi","random",7113,7,2,0.875,6,1,0,"(3, 2)","RL",1,1,0,0,0,1
1185161,"/hi","random",7113,7,2,0.875,6,1,0,"(4, 3)","RL",1,1,0,0,0,1
1185162,"/hi","random",7113,7,2,0.875,6,1,0,"(6, 5)","RL",1,1,0,0,0,1
1185163,"/hi","random",7113,7,2,0.875,6,1,0,"(6, 7)","LR",1,1,0,0,0,1
1185164,"/hi","random",7113,7,2,0.875,6,1,0,"(7, 4)","RL",3,0,1,1,2,2
1185165,"/hi","random",7118,7,2,0.875,6,1,0,"(1, 7)","LR",6,0,1,1,5,5
1185166,"/hi","random",7118,7,2,0.875,6,1,0,"(2, 1)","RL",1,1,0,0,0,1
1185167,"/hi","random",7118,7,2,0.875,6,1,0,"(3, 2)","RL",1,1,0,0,0,1
1185168,"/hi","random",7118,7,2,0.875,6,1,0,"(3, 4)","LR",1,1,0,0,0,1
1185169,"/hi","random",7118,7,2,0.875,6,1,0,"(5, 3)","RL",2,1,0,0,0,1
1185170,"/hi","random",7118,7,2,0.875,6,1,0,"(6, 5)","RL",1,1,0,0,0,1
1185171,"/hi","random",7120,9,2,0.9,7,1,0,"(1, 9)","LR",8,1,0,0,0,5
1185172,"/hi","random",7120,9,2,0.9,7,1,0,"(2, 8)","LR",6,1,0,0,0,3
1185173,"/hi","random",7120,9,2,0.9,7,1,0,"(5, 6)","LR",1,1,0,0,0,1
1185174,"/hi","random",7120,9,2,0.9,7,1,0,"(6, 3)","RL",3,0,2,1,2,2
1185175,"/hi","random",7120,9,2,0.9,7,1,0,"(6, 7)","LR",1,1,0,0,0,1
1185176,"/hi","random",7120,9,2,0.9,7,1,0,"(8, 4)","RL",4,1,0,0,0,3
1185177,"/hi","random",7120,9,2,0.9,7,1,0,"(8, 5)","RL",3,1,0,0,0,2
1185178,"/hi","random",7120,9,2,0.9,7,1,0,"(9, 2)","RL",7,1,0,0,0,4
1185179,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(1, 2)","LR",1,1,0,0,0,1
1185180,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(2, 3)","LR",1,1,0,0,0,1
1185181,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(4, 6)","LR",2,1,0,0,0,1
1185182,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(6, 5)","RL",1,1,0,0,0,1
1185183,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(6, 7)","LR",1,1,0,0,0,1
1185184,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(8, 1)","RL",7,1,0,0,0,4
1185185,"/hi","random",7126,8,2,0.888888888888889,4,0,0,"(8, 4)","RL",4,1,0,0,0,2
1185186,"/hi","random",7137,8,2,0.888888888888889,5,2,1,"(1, 2)","LR",1,1,0,0,0,1
1185187,"/hi","random",7137,8,2,0.888888888888889,5,2,1,"(2, 5)","LR",3,0,1,1,1,2
